;config_159_avg
Standard_Acc;76,1900
RMSCE;0,0230
gaussian_noise;49,3780
shot_noise;53,2980
impulse_noise;60,1320
defocus_blur;70,3520
glass_blur;59,5260
motion_blur;67,0300
zoom_blur;68,2340
snow;66,1780
frost;67,8000
fog;67,1200
brightness;73,5620
contrast;61,8200
elastic_transform;67,7400
pixelate;70,7260
jpeg_compression;62,1060
speckle_noise;51,4960
gaussian_blur;67,4440
spatter;66,9060
saturate;69,4300
blue_noise;54,3220
brownish_noise;38,2080
checkerboard_cutout;55,1640
circular_motion_blur;66,3920
inverse_sparkles;45,3680
lines;51,0840
pinch_and_twirl;70,9820
ripple;64,6960
sparkles;58,3960
transverse_chromatic_abberation;55,4600
Acc_C-all-19;64,2252
Acc_C-original-15;64,3335
Acc_C-bar-10;56,0072
Acc_all-ex-pixelwise-noise-24;62,9885
RMSCE_C;0,0545
Combined_Noise;51,4100
