;config_505_avg
Standard_Acc;78,5600
RMSCE;0,0313
gaussian_noise;46,5660
shot_noise;55,2520
impulse_noise;60,0060
defocus_blur;74,8300
glass_blur;39,1540
motion_blur;69,4400
zoom_blur;72,3320
snow;64,6280
frost;60,8220
fog;67,6860
brightness;76,3140
contrast;60,1560
elastic_transform;67,8440
pixelate;65,5780
jpeg_compression;59,2440
speckle_noise;58,1620
gaussian_blur;72,5340
spatter;72,3940
saturate;68,0580
blue_noise;62,3800
brownish_noise;35,5060
checkerboard_cutout;64,2680
circular_motion_blur;76,5320
inverse_sparkles;37,9640
lines;55,3500
pinch_and_twirl;70,0980
ripple;65,5180
sparkles;60,6520
transverse_chromatic_abberation;47,6180
Acc_C-all-19;63,7368
Acc_C-original-15;62,6568
Acc_C-bar-10;57,5886
Acc_all-ex-pixelwise-noise-24;62,6883
RMSCE_C;0,1053
Combined_Noise;62,5800
