;config_492_avg
Standard_Acc;80,1700
RMSCE;0,0289
gaussian_noise;71,6160
shot_noise;73,7700
impulse_noise;79,4820
defocus_blur;77,6660
glass_blur;61,6660
motion_blur;73,5300
zoom_blur;76,0600
snow;70,6480
frost;71,3340
fog;71,3160
brightness;78,3220
contrast;65,4340
elastic_transform;72,4780
pixelate;72,9040
jpeg_compression;65,7160
speckle_noise;74,3420
gaussian_blur;75,9620
spatter;73,7520
saturate;72,5440
blue_noise;61,0140
brownish_noise;44,5740
checkerboard_cutout;67,1060
circular_motion_blur;78,6240
inverse_sparkles;47,5580
lines;59,9860
pinch_and_twirl;74,6360
ripple;71,9420
sparkles;64,6640
transverse_chromatic_abberation;56,5720
Acc_C-all-19;72,5548
Acc_C-original-15;72,1295
Acc_C-bar-10;62,6676
Acc_all-ex-pixelwise-noise-24;68,5414
RMSCE_C;0,0540
Combined_Noise;75,9700
