;config_218_avg
Standard_Acc;81,1400
RMSCE;0,0424
gaussian_noise;48,3440
shot_noise;53,8180
impulse_noise;35,8120
defocus_blur;69,3660
glass_blur;56,2840
motion_blur;65,7040
zoom_blur;65,6900
snow;67,1220
frost;68,9340
fog;70,4780
brightness;78,2340
contrast;61,5720
elastic_transform;68,3060
pixelate;67,4540
jpeg_compression;59,1320
speckle_noise;53,6820
gaussian_blur;62,0200
spatter;69,7660
saturate;72,0100
blue_noise;46,7460
brownish_noise;38,5120
checkerboard_cutout;60,2440
circular_motion_blur;72,1880
inverse_sparkles;45,5240
lines;51,6440
pinch_and_twirl;73,9780
ripple;63,6740
sparkles;63,9180
transverse_chromatic_abberation;44,1100
Acc_C-all-19;62,8278
Acc_C-original-15;62,4167
Acc_C-bar-10;56,0538
Acc_all-ex-pixelwise-noise-24;63,1610
RMSCE_C;0,1170
Combined_Noise;57,5000
