;config_133_avg
Standard_Acc;82,2200
RMSCE;0,0375
gaussian_noise;40,6000
shot_noise;48,0000
impulse_noise;40,2000
defocus_blur;76,0000
glass_blur;52,0000
motion_blur;69,4000
zoom_blur;67,4000
snow;69,4000
frost;72,4000
fog;68,6000
brightness;78,2000
contrast;60,4000
elastic_transform;73,8000
pixelate;63,4000
jpeg_compression;60,0000
speckle_noise;52,0000
gaussian_blur;54,6000
spatter;72,4000
saturate;72,2000
blue_noise;45,0000
brownish_noise;42,0000
checkerboard_cutout;58,8000
circular_motion_blur;74,0000
inverse_sparkles;43,6000
lines;54,2000
pinch_and_twirl;71,6000
ripple;67,0000
sparkles;60,4000
transverse_chromatic_abberation;45,2000
Acc_C-all-19;62,6842
Acc_C-original-15;62,6533
Acc_C-bar-10;56,1800
Acc_all-ex-pixelwise-noise-24;63,6250
RMSCE_C;0,1572
Combined_Noise;56,7300
