;config_198_avg;config_198_std;config_198_run_0;config_198_run_1;config_198_run_2
Standard_Acc;76,0000;0,1920;76,2700;75,8400;75,8900
RMSCE;0,0733;0,0034;0,0747;0,0687;0,0766
gaussian_noise;49,3507;0,6514;50,1160;48,5240;49,4120
shot_noise;53,4660;0,8151;54,4340;52,4400;53,5240
impulse_noise;37,4467;2,1988;34,4340;39,6200;38,2860
defocus_blur;64,2647;0,2598;64,5760;63,9400;64,2780
glass_blur;53,9420;0,3742;53,5700;53,8020;54,4540
motion_blur;60,4193;0,3541;60,1160;60,2260;60,9160
zoom_blur;60,6933;0,4949;61,2940;60,0820;60,7040
snow;62,7187;0,3201;63,1320;62,3520;62,6720
frost;64,8240;0,3777;65,1020;64,2900;65,0800
fog;64,8713;0,2423;64,6140;64,8040;65,1960
brightness;73,8933;0,3098;74,3240;73,6080;73,7480
contrast;54,8100;0,3538;54,3100;55,0440;55,0760
elastic_transform;63,6413;0,1442;63,7980;63,4500;63,6760
pixelate;61,5840;0,1919;61,6400;61,7860;61,3260
jpeg_compression;56,3513;0,3378;56,1400;56,0860;56,8280
speckle_noise;52,7127;0,4938;53,1880;52,0320;52,9180
gaussian_blur;57,8893;0,5291;58,4460;57,1780;58,0440
spatter;65,8040;0,3163;65,9540;66,0940;65,3640
saturate;66,6540;0,3738;67,0800;66,1700;66,7120
blue_noise;44,2253;1,3221;43,8160;46,0100;42,8500
brownish_noise;36,0347;1,7040;38,3760;34,3700;35,3580
checkerboard_cutout;56,5813;0,3743;56,3640;57,1080;56,2720
circular_motion_blur;67,4647;0,4140;67,2900;68,0360;67,0680
inverse_sparkles;43,6187;0,4889;43,4880;43,0960;44,2720
lines;50,2127;0,5557;50,9960;49,7660;49,8760
pinch_and_twirl;69,4720;0,1615;69,6480;69,5100;69,2580
ripple;59,3047;0,3952;58,8660;59,8240;59,2240
sparkles;59,3880;0,1144;59,4220;59,2340;59,5080
transverse_chromatic_abberation;42,3473;0,9271;43,6220;41,4440;41,9760
Acc_C-all-19;59,2282;0,1478;59,2773;59,0278;59,3797
Acc_C-original-15;58,8184;0,1430;58,7733;58,6703;59,0117
Acc_C-bar-10;52,8649;0,2548;53,1888;52,8398;52,5662
Acc_all-ex-pixelwise-noise-24;59,0327;0,1849;59,2570;58,8042;59,0369
RMSCE_C;0,1574;0,0039;0,1617;0,1522;0,1582
Combined_Noise;56,7167;0,5766;56,8900;55,9400;57,3200
