;config_265_avg
Standard_Acc;80,4500
RMSCE;0,0448
gaussian_noise;50,2260
shot_noise;54,6560
impulse_noise;34,7260
defocus_blur;69,4660
glass_blur;57,0680
motion_blur;66,0640
zoom_blur;66,4380
snow;67,0600
frost;69,5900
fog;70,0480
brightness;78,0140
contrast;59,3840
elastic_transform;68,7640
pixelate;64,8360
jpeg_compression;60,1180
speckle_noise;53,1420
gaussian_blur;62,3100
spatter;69,4080
saturate;71,3660
blue_noise;46,4780
brownish_noise;37,1520
checkerboard_cutout;58,5720
circular_motion_blur;71,7400
inverse_sparkles;45,3780
lines;52,8760
pinch_and_twirl;73,8520
ripple;60,7160
sparkles;62,9960
transverse_chromatic_abberation;46,1780
Acc_C-all-19;62,7728
Acc_C-original-15;62,4305
Acc_C-bar-10;55,5938
Acc_all-ex-pixelwise-noise-24;62,8914
RMSCE_C;0,1109
Combined_Noise;58,0600
