;config_476_avg
Standard_Acc;79,8300
RMSCE;0,0347
gaussian_noise;69,1260
shot_noise;71,7400
impulse_noise;78,8180
defocus_blur;70,1040
glass_blur;59,4520
motion_blur;65,9100
zoom_blur;67,3620
snow;67,5480
frost;70,5400
fog;67,5480
brightness;77,0120
contrast;58,9480
elastic_transform;69,7140
pixelate;70,1480
jpeg_compression;64,5780
speckle_noise;72,3420
gaussian_blur;64,8580
spatter;71,8160
saturate;70,1040
blue_noise;55,4940
brownish_noise;38,2500
checkerboard_cutout;60,7180
circular_motion_blur;70,3080
inverse_sparkles;45,3160
lines;56,6000
pinch_and_twirl;74,3940
ripple;65,8140
sparkles;61,8420
transverse_chromatic_abberation;43,6080
Acc_C-all-19;68,8246
Acc_C-original-15;68,5699
Acc_C-bar-10;57,2344
Acc_all-ex-pixelwise-noise-24;63,8538
RMSCE_C;0,0467
Combined_Noise;74,7900
