;config_548_avg
Standard_Acc;82,7600
RMSCE;0,0183
gaussian_noise;70,1260
shot_noise;72,8120
impulse_noise;81,5060
defocus_blur;78,2500
glass_blur;65,0940
motion_blur;72,7920
zoom_blur;75,5720
snow;72,5800
frost;73,2360
fog;75,8040
brightness;81,2740
contrast;76,8200
elastic_transform;73,1060
pixelate;71,3320
jpeg_compression;63,0380
speckle_noise;73,4760
gaussian_blur;76,1560
spatter;76,4880
saturate;77,2400
blue_noise;68,1260
brownish_noise;46,0480
checkerboard_cutout;69,8580
circular_motion_blur;76,8420
inverse_sparkles;46,2980
lines;57,6180
pinch_and_twirl;76,5680
ripple;68,4600
sparkles;70,0820
transverse_chromatic_abberation;52,9280
Acc_C-all-19;74,0369
Acc_C-original-15;73,5561
Acc_C-bar-10;63,2828
Acc_all-ex-pixelwise-noise-24;69,7285
RMSCE_C;0,0540
Combined_Noise;76,7100
