;config_509_avg;config_509_std;config_509_run_0;config_509_run_1;config_509_run_2
Standard_Acc;76,7033;0,1352;76,7200;76,8600;76,5300
RMSCE;0,0149;0,0021;0,0129;0,0177;0,0140
gaussian_noise;46,4073;1,9416;49,1140;45,4540;44,6540
shot_noise;53,3527;1,1517;54,9240;52,9380;52,1960
impulse_noise;60,3407;1,8604;62,9340;58,6600;59,4280
defocus_blur;73,2200;0,3389;73,5840;73,3080;72,7680
glass_blur;47,5473;0,7950;48,6120;47,3280;46,7020
motion_blur;67,3813;0,3633;67,8720;67,2680;67,0040
zoom_blur;69,8040;0,7438;70,5480;70,0760;68,7880
snow;63,7680;1,1221;64,8080;64,2860;62,2100
frost;64,5767;0,2801;64,9160;64,5840;64,2300
fog;68,2000;0,1135;68,0460;68,2380;68,3160
brightness;73,6447;0,2361;73,7580;73,8600;73,3160
contrast;67,9773;0,3938;68,5240;67,6120;67,7960
elastic_transform;64,4193;0,1631;64,6500;64,3080;64,3000
pixelate;57,4633;1,8935;55,4320;56,9680;59,9900
jpeg_compression;63,1320;0,7004;62,6640;62,6100;64,1220
speckle_noise;55,2853;0,9462;56,5980;54,8540;54,4040
gaussian_blur;71,2580;0,5908;71,8760;71,4360;70,4620
spatter;70,5320;0,0397;70,5080;70,5000;70,5880
saturate;70,8540;0,1542;70,9660;70,6360;70,9600
blue_noise;64,8807;0,3038;64,5060;64,8860;65,2500
brownish_noise;48,3420;0,6484;48,9520;48,6300;47,4440
checkerboard_cutout;55,5527;0,1383;55,7480;55,4460;55,4640
circular_motion_blur;73,1440;0,2482;73,1480;73,4460;72,8380
inverse_sparkles;37,4433;0,9046;38,0900;38,0760;36,1640
lines;46,0053;0,9111;47,2680;45,5960;45,1520
pinch_and_twirl;66,5653;0,2917;66,7980;66,1540;66,7440
ripple;54,9840;1,0481;54,3640;54,1280;56,4600
sparkles;59,5427;0,7099;59,8380;60,2260;58,5640
transverse_chromatic_abberation;63,3607;0,8864;64,2580;63,6700;62,1540
Acc_C-all-19;63,6402;0,4197;64,2281;63,4171;63,2755
Acc_C-original-15;62,7490;0,4338;63,3591;62,4999;62,3880
Acc_C-bar-10;56,9821;0,2767;57,2970;57,0258;56,6234
Acc_all-ex-pixelwise-noise-24;62,4466;0,2161;62,7178;62,4329;62,1890
RMSCE_C;0,0679;0,0039;0,0633;0,0677;0,0728
Combined_Noise;59,1500;0,5873;59,9100;58,4800;59,0600
