;config_354_avg;config_354_std;config_354_run_0;config_354_run_1;config_354_run_2;config_354_run_3;config_354_run_4
Standard_Acc;90,9900;6,5295;96,3000;96,2300;96,4300;83,2000;82,7900
RMSCE;0,0571;0,0319;0,0932;0,0779;0,0770;0,0158;0,0218
gaussian_noise;66,5600;6,2202;72,8000;69,0000;71,7000;63,3000;56,0000
shot_noise;70,9400;7,6961;76,8000;73,6000;79,8000;65,8000;58,7000
impulse_noise;72,5200;4,7680;76,0000;76,5000;76,7000;67,2000;66,2000
defocus_blur;85,5600;5,1968;90,1000;89,8000;89,5000;79,3000;79,1000
glass_blur;69,7800;5,4488;75,8000;72,2000;74,0000;65,5000;61,4000
motion_blur;80,1800;6,0456;84,1000;85,4000;85,7000;73,9000;71,8000
zoom_blur;82,5000;6,0729;87,3000;86,7000;88,1000;73,5000;76,9000
snow;76,3800;6,7315;80,8000;80,8000;83,8000;68,6000;67,9000
frost;83,9000;5,5314;88,0000;85,5000;90,7000;79,8000;75,5000
fog;83,8600;5,7305;89,1000;87,9000;88,5000;77,9000;75,9000
brightness;89,2800;5,6863;94,6000;92,9000;94,2000;82,4000;82,3000
contrast;84,8600;5,3204;89,0000;89,5000;89,1000;78,6000;78,1000
elastic_transform;79,0000;6,6091;84,3000;83,2000;85,5000;72,1000;69,9000
pixelate;72,2400;5,0698;71,8000;77,5000;78,5000;66,9000;66,5000
jpeg_compression;64,7400;4,1903;68,4000;66,4000;69,1000;61,6000;58,2000
speckle_noise;71,3600;6,3745;78,5000;73,5000;76,8000;66,2000;61,8000
gaussian_blur;77,8000;6,4022;81,6000;84,2000;83,0000;71,5000;68,7000
spatter;82,7800;6,2576;88,1000;85,8000;89,3000;77,0000;73,7000
saturate;84,4200;5,6205;89,9000;87,3000;89,6000;78,4000;76,9000
blue_noise;71,0000;4,7695;76,0000;72,7000;75,5000;64,2000;66,6000
brownish_noise;47,3000;3,4479;51,0000;46,6000;51,6000;43,9000;43,4000
checkerboard_cutout;74,5200;4,4052;77,2000;75,5000;80,8000;69,7000;69,4000
circular_motion_blur;84,0600;7,0139;90,2000;88,8000;90,3000;75,1000;75,9000
inverse_sparkles;46,5600;3,3821;47,2000;51,3000;48,1000;45,1000;41,1000
lines;59,7600;5,0745;62,7000;61,9000;66,5000;54,2000;53,5000
pinch_and_twirl;83,5800;6,3477;87,8000;89,9000;88,5000;75,8000;75,9000
ripple;71,8600;4,8784;73,8000;74,7000;78,4000;66,6000;65,8000
sparkles;74,5600;4,4854;78,1000;79,0000;77,3000;70,5000;67,9000
transverse_chromatic_abberation;56,1000;4,0214;58,7000;57,6000;61,1000;53,2000;49,9000
Acc_C-all-19;77,8242;5,7152;82,4737;81,4579;83,3474;72,0789;69,7632
Acc_C-original-15;77,4867;5,6189;81,9267;81,1267;82,9933;71,7600;69,6267
Acc_C-bar-10;66,9300;4,5847;70,2700;69,8000;71,8100;61,8300;60,9400
Acc_all-ex-pixelwise-noise-24;74,8158;5,2305;78,7333;78,3500;80,0500;69,2125;67,7333
RMSCE_C;0,0742;0,0039;0,0773;0,0709;0,0708;0,0717;0,0803
Combined_Noise;76,7180;5,6263;81,1500;80,2800;82,1800;71,6600;68,3200
