;config_260_avg
Standard_Acc;80,5000
RMSCE;0,0442
gaussian_noise;50,3160
shot_noise;54,8900
impulse_noise;33,6820
defocus_blur;68,7580
glass_blur;58,0680
motion_blur;65,7540
zoom_blur;65,0180
snow;67,2620
frost;68,9840
fog;69,2400
brightness;77,9500
contrast;59,0520
elastic_transform;67,5840
pixelate;67,1800
jpeg_compression;59,9600
speckle_noise;53,9800
gaussian_blur;62,1100
spatter;69,6200
saturate;71,1880
blue_noise;45,5360
brownish_noise;37,7760
checkerboard_cutout;59,2360
circular_motion_blur;71,3500
inverse_sparkles;45,9740
lines;52,2820
pinch_and_twirl;72,9140
ripple;62,8840
sparkles;62,7640
transverse_chromatic_abberation;47,9020
Acc_C-all-19;62,6629
Acc_C-original-15;62,2465
Acc_C-bar-10;55,8618
Acc_all-ex-pixelwise-noise-24;62,9504
RMSCE_C;0,1104
Combined_Noise;57,0400
