;config_503_avg
Standard_Acc;82,1700
RMSCE;0,0286
gaussian_noise;14,0680
shot_noise;22,1160
impulse_noise;37,2720
defocus_blur;67,3420
glass_blur;20,6980
motion_blur;61,6080
zoom_blur;62,4960
snow;64,7640
frost;53,8560
fog;69,1680
brightness;79,6720
contrast;60,8660
elastic_transform;66,0360
pixelate;48,4460
jpeg_compression;48,9340
speckle_noise;24,5020
gaussian_blur;58,8100
spatter;73,9380
saturate;70,0860
blue_noise;51,6740
brownish_noise;39,5220
checkerboard_cutout;68,5880
circular_motion_blur;76,5640
inverse_sparkles;40,3100
lines;57,6320
pinch_and_twirl;73,6600
ripple;61,3680
sparkles;63,4520
transverse_chromatic_abberation;36,2420
Acc_C-all-19;52,8778
Acc_C-original-15;51,8228
Acc_C-bar-10;56,9012
Acc_all-ex-pixelwise-noise-24;59,3357
RMSCE_C;0,1423
Combined_Noise;49,1300
