;config_3_avg
Standard_Acc;75,2500
RMSCE;0,0530
gaussian_noise;17,5000
shot_noise;25,9000
impulse_noise;25,2000
defocus_blur;58,6000
glass_blur;20,3000
motion_blur;54,3000
zoom_blur;54,2000
snow;51,4000
frost;62,9000
fog;58,2000
brightness;71,7000
contrast;48,4000
elastic_transform;59,7000
pixelate;48,4000
jpeg_compression;46,5000
speckle_noise;30,1000
gaussian_blur;45,8000
spatter;56,5000
saturate;59,8000
blue_noise;21,5000
brownish_noise;31,2000
checkerboard_cutout;50,4000
circular_motion_blur;68,0000
inverse_sparkles;27,1000
lines;43,5000
pinch_and_twirl;65,1000
ripple;57,0000
sparkles;51,3000
transverse_chromatic_abberation;30,8000
Acc_C-all-19;47,1263
Acc_C-original-15;46,8800
Acc_C-bar-10;44,5900
Acc_all-ex-pixelwise-noise-24;50,8792
RMSCE_C;0,1792
Combined_Noise;44,4300
