;config_203_avg
Standard_Acc;74,7700
RMSCE;0,0553
gaussian_noise;46,6660
shot_noise;51,2500
impulse_noise;22,2480
defocus_blur;67,5640
glass_blur;56,2340
motion_blur;63,8020
zoom_blur;65,5720
snow;64,1460
frost;65,6500
fog;66,1660
brightness;71,8860
contrast;57,3320
elastic_transform;65,4700
pixelate;66,9620
jpeg_compression;58,6320
speckle_noise;49,8080
gaussian_blur;63,8500
spatter;65,1880
saturate;66,3340
blue_noise;37,1300
brownish_noise;34,6440
checkerboard_cutout;55,4940
circular_motion_blur;64,9800
inverse_sparkles;45,1300
lines;49,7420
pinch_and_twirl;69,3680
ripple;61,0420
sparkles;60,2360
transverse_chromatic_abberation;47,5940
Acc_C-all-19;59,7242
Acc_C-original-15;59,3053
Acc_C-bar-10;52,5360
Acc_all-ex-pixelwise-noise-24;60,5424
RMSCE_C;0,1375
Combined_Noise;48,9300
