;config_180_avg
Standard_Acc;80,1500
RMSCE;0,0468
gaussian_noise;50,3440
shot_noise;54,9620
impulse_noise;25,5340
defocus_blur;71,2900
glass_blur;58,4700
motion_blur;68,1720
zoom_blur;68,4020
snow;68,4260
frost;69,7140
fog;72,0320
brightness;77,2160
contrast;63,8320
elastic_transform;70,3900
pixelate;69,9300
jpeg_compression;61,1020
speckle_noise;53,6860
gaussian_blur;65,8960
spatter;70,8860
saturate;72,2780
blue_noise;44,1740
brownish_noise;37,5360
checkerboard_cutout;61,9700
circular_motion_blur;71,6480
inverse_sparkles;47,1960
lines;54,0040
pinch_and_twirl;74,0480
ripple;64,1800
sparkles;64,6580
transverse_chromatic_abberation;50,2300
Acc_C-all-19;63,8191
Acc_C-original-15;63,3211
Acc_C-bar-10;56,9644
Acc_all-ex-pixelwise-noise-24;64,7294
RMSCE_C;0,1265
Combined_Noise;52,7700
