;config_121_avg
Standard_Acc;74,2300
RMSCE;0,0296
gaussian_noise;46,8000
shot_noise;51,7000
impulse_noise;27,1000
defocus_blur;69,3000
glass_blur;57,2000
motion_blur;65,2000
zoom_blur;65,5000
snow;63,3000
frost;65,9000
fog;64,8000
brightness;70,0000
contrast;59,1000
elastic_transform;66,0000
pixelate;67,1000
jpeg_compression;60,6000
speckle_noise;52,6000
gaussian_blur;59,0000
spatter;64,2000
saturate;66,2000
blue_noise;47,0000
brownish_noise;33,5000
checkerboard_cutout;51,7000
circular_motion_blur;64,3000
inverse_sparkles;41,5000
lines;44,4000
pinch_and_twirl;66,0000
ripple;64,6000
sparkles;51,0000
transverse_chromatic_abberation;51,6000
Acc_C-all-19;60,0842
Acc_C-original-15;59,9733
Acc_C-bar-10;51,5600
Acc_all-ex-pixelwise-noise-24;59,6667
RMSCE_C;0,0906
Combined_Noise;47,6000
