;config_503_avg;config_503_std;config_503_run_0;config_503_run_1;config_503_run_2
Standard_Acc;82,0367;0,1115;82,0600;82,1600;81,8900
RMSCE;0,0218;0,0015;0,0226;0,0196;0,0231
gaussian_noise;15,1680;1,1556;14,8100;16,7280;13,9660
shot_noise;22,9687;1,4150;22,9680;24,7020;21,2360
impulse_noise;35,7547;1,3864;35,7600;37,4500;34,0540
defocus_blur;67,8593;0,6271;67,0980;67,8460;68,6340
glass_blur;23,7727;2,6155;23,6660;27,0280;20,6240
motion_blur;62,1480;0,6692;61,2280;62,4160;62,8000
zoom_blur;63,5553;0,8986;62,5240;63,4280;64,7140
snow;65,0227;1,1410;65,1360;66,3600;63,5720
frost;56,3833;1,2067;55,6320;58,0860;55,4320
fog;69,0900;0,4881;69,5560;68,4160;69,2980
brightness;78,8780;0,1386;79,0080;78,9400;78,6860
contrast;60,0587;0,8125;60,6580;58,9100;60,6080
elastic_transform;66,2907;0,2210;66,0680;66,2120;66,5920
pixelate;47,8427;1,3418;47,9200;49,4460;46,1620
jpeg_compression;49,6493;0,2539;49,9620;49,6460;49,3400
speckle_noise;25,0033;1,2938;25,1940;26,4840;23,3320
gaussian_blur;59,8787;0,8234;58,8320;59,9600;60,8440
spatter;73,2827;0,3473;73,3440;73,6740;72,8300
saturate;69,5500;0,1457;69,6540;69,3440;69,6520
blue_noise;53,6800;4,5051;50,3220;60,0480;50,6700
brownish_noise;39,9140;0,4631;39,4060;39,8100;40,5260
checkerboard_cutout;68,1667;0,1665;68,2180;68,3400;67,9420
circular_motion_blur;77,0787;0,1609;77,0860;76,8780;77,2720
inverse_sparkles;42,0193;1,4657;41,7180;43,9460;40,3940
lines;57,2960;0,4727;57,3740;57,8320;56,6820
pinch_and_twirl;73,6540;0,2049;73,7460;73,3700;73,8460
ripple;58,7600;0,5357;58,4900;59,5080;58,2820
sparkles;64,5340;0,4446;64,0040;65,0920;64,5060
transverse_chromatic_abberation;35,6207;0,6450;34,7160;36,1740;35,9720
Acc_C-all-19;53,2714;0,5015;53,1062;53,9514;52,7566
Acc_C-original-15;52,2961;0,5537;52,1329;53,0409;51,7145
Acc_C-bar-10;57,0723;0,7277;56,5080;58,0998;56,6092
Acc_all-ex-pixelwise-noise-24;59,5961;0,3051;59,3768;60,0276;59,3837
RMSCE_C;0,1330;0,0082;0,1399;0,1215;0,1376
Combined_Noise;50,6800;1,7686;48,8700;53,0800;50,0900
