;config_12_avg;config_12_std;config_12_run_0;config_12_run_1;config_12_run_2
Standard_Acc;81,6667;0,1702;81,7100;81,8500;81,4400
RMSCE;0,0152;0,0022;0,0168;0,0120;0,0167
gaussian_noise;42,1853;0,3032;42,0240;41,9220;42,6100
shot_noise;50,8640;0,1628;50,7000;50,8060;51,0860
impulse_noise;63,6553;0,7074;63,5440;62,8500;64,5720
defocus_blur;76,6660;0,1833;76,4940;76,9200;76,5840
glass_blur;50,7973;1,6983;48,7180;50,7960;52,8780
motion_blur;69,4953;0,5197;68,7620;69,8200;69,9040
zoom_blur;73,5407;0,3652;73,3120;74,0560;73,2540
snow;68,4027;0,2538;68,3760;68,7260;68,1060
frost;61,3520;0,8339;60,3160;62,3580;61,3820
fog;73,5673;0,6194;72,7920;74,3080;73,6020
brightness;80,0647;0,2685;80,1420;80,3480;79,7040
contrast;76,1573;0,3069;75,8840;76,5860;76,0020
elastic_transform;70,3207;0,3588;69,8420;70,7060;70,4140
pixelate;55,9120;2,0372;56,8800;57,7780;53,0780
jpeg_compression;57,0467;0,4755;57,6980;56,8660;56,5760
speckle_noise;52,6633;0,1357;52,4800;52,8040;52,7060
gaussian_blur;74,9707;0,2497;74,8620;75,3160;74,7340
spatter;73,5213;0,0841;73,6240;73,5220;73,4180
saturate;74,7660;0,2349;74,5900;75,0980;74,6100
blue_noise;63,4440;1,4640;61,4540;64,9340;63,9440
brownish_noise;40,5033;1,0913;41,8160;40,5500;39,1440
checkerboard_cutout;66,1227;0,8113;66,4980;66,8740;64,9960
circular_motion_blur;75,1553;0,4218;74,5860;75,5940;75,2860
inverse_sparkles;37,0333;0,6843;36,1360;37,7960;37,1680
lines;51,7687;0,8557;50,9140;52,9380;51,4540
pinch_and_twirl;74,0767;0,3378;73,8200;74,5540;73,8560
ripple;61,8320;1,1471;63,0600;62,1360;60,3000
sparkles;65,5547;0,1933;65,2880;65,6360;65,7400
transverse_chromatic_abberation;44,5107;0,9756;43,1600;45,4300;44,9420
Acc_C-all-19;65,5762;0,2282;65,3179;65,8729;65,5379
Acc_C-original-15;64,6685;0,2551;64,3656;64,9897;64,6501
Acc_C-bar-10;58,0001;0,4554;57,6732;58,6442;57,6830
Acc_all-ex-pixelwise-noise-24;64,7141;0,3411;64,4821;65,1963;64,4638
RMSCE_C;0,0766;0,0074;0,0661;0,0808;0,0827
Combined_Noise;63,6400;0,6468;62,9400;64,5000;63,4800
