;config_474_avg
Standard_Acc;78,8900
RMSCE;0,0251
gaussian_noise;69,0100
shot_noise;71,5160
impulse_noise;78,1440
defocus_blur;66,1840
glass_blur;38,2940
motion_blur;60,6260
zoom_blur;62,9440
snow;61,3160
frost;59,9200
fog;63,1240
brightness;75,6800
contrast;50,9160
elastic_transform;66,3860
pixelate;59,8460
jpeg_compression;60,1300
speckle_noise;72,0180
gaussian_blur;59,9400
spatter;71,6540
saturate;66,6040
blue_noise;76,6840
brownish_noise;32,6720
checkerboard_cutout;57,8200
circular_motion_blur;70,7840
inverse_sparkles;36,8500
lines;54,2140
pinch_and_twirl;72,8080
ripple;61,2380
sparkles;61,1120
transverse_chromatic_abberation;35,2580
Acc_C-all-19;63,9080
Acc_C-original-15;62,9357
Acc_C-bar-10;55,9440
Acc_all-ex-pixelwise-noise-24;58,5967
RMSCE_C;0,0805
Combined_Noise;74,0100
