;config_467_avg;config_467_std;config_467_run_0;config_467_run_1;config_467_run_2;config_467_run_3;config_467_run_4
Standard_Acc;81,9400;0,1122;81,9100;82,0200;81,9400;82,0800;81,7500
RMSCE;0,0225;0,0044;0,0181;0,0232;0,0206;0,0201;0,0306
gaussian_noise;58,7400;1,7636;61,2000;57,6000;56,4000;60,3000;58,2000
shot_noise;62,7600;1,1926;64,3000;62,9000;63,4000;62,5000;60,7000
impulse_noise;63,4200;1,8356;65,6000;62,4000;60,5000;63,6000;65,0000
defocus_blur;76,2000;0,4290;76,5000;76,6000;75,9000;76,5000;75,5000
glass_blur;63,8400;1,8608;63,8000;62,6000;63,2000;67,4000;62,2000
motion_blur;72,5400;1,5396;71,7000;74,0000;74,1000;72,9000;70,0000
zoom_blur;74,8600;0,8015;75,7000;74,7000;75,1000;73,4000;75,4000
snow;69,9600;0,8593;69,6000;70,8000;70,1000;70,8000;68,5000
frost;74,9600;2,0461;73,2000;73,0000;75,9000;78,5000;74,2000
fog;75,1400;1,2076;74,9000;72,9000;75,8000;76,3000;75,8000
brightness;79,8000;0,8173;79,6000;78,3000;80,6000;80,3000;80,2000
contrast;77,6200;1,0572;77,7000;78,3000;75,6000;78,6000;77,9000
elastic_transform;70,9200;0,9537;71,0000;70,8000;72,5000;70,8000;69,5000
pixelate;66,8000;1,5245;67,0000;65,0000;68,4000;68,5000;65,1000
jpeg_compression;59,9200;1,0419;60,5000;57,9000;60,4000;60,8000;60,0000
speckle_noise;62,2800;3,4406;67,6000;58,0000;59,3000;64,2000;62,3000
gaussian_blur;69,8400;1,4773;69,1000;68,3000;72,2000;70,9000;68,7000
spatter;75,1200;1,3746;73,9000;74,9000;76,1000;77,2000;73,5000
saturate;76,0800;2,2754;77,3000;73,3000;77,3000;79,0000;73,5000
blue_noise;64,8200;1,7081;64,1000;63,7000;65,1000;63,2000;68,0000
brownish_noise;42,3800;2,9842;42,0000;37,6000;47,0000;42,8000;42,5000
checkerboard_cutout;66,9600;0,9625;67,2000;65,1000;67,9000;67,3000;67,3000
circular_motion_blur;74,4800;0,7250;75,3000;73,8000;75,2000;73,5000;74,6000
inverse_sparkles;43,1800;1,5092;41,2000;44,5000;43,1000;45,2000;41,9000
lines;54,0000;2,3255;52,9000;52,1000;58,5000;52,6000;53,9000
pinch_and_twirl;74,5800;1,0962;73,2000;75,0000;73,8000;74,5000;76,4000
ripple;66,0800;0,7521;66,4000;67,1000;66,2000;64,8000;65,9000
sparkles;67,1600;1,5832;66,0000;69,1000;66,9000;68,8000;65,0000
transverse_chromatic_abberation;51,6800;2,7888;51,7000;47,9000;53,6000;55,7000;49,5000
Acc_C-all-19;70,0421;0,7872;70,5368;69,0684;70,1474;71,1842;69,2737
Acc_C-original-15;69,8320;0,5899;70,1533;69,1867;69,8600;70,7467;69,2133
Acc_C-bar-10;60,5320;0,7350;60,0000;59,5900;61,7300;60,8400;60,5000
Acc_all-ex-pixelwise-noise-24;67,6708;0,7773;67,3917;66,8167;68,5583;68,6292;66,9583
RMSCE_C;0,0805;0,0060;0,0836;0,0910;0,0751;0,0772;0,0758
Combined_Noise;68,8040;0,9960;68,8100;67,5200;69,0900;70,4700;68,1300
