;config_490_avg
Standard_Acc;82,0800
RMSCE;0,0147
gaussian_noise;70,4600
shot_noise;73,5200
impulse_noise;80,1420
defocus_blur;77,1200
glass_blur;66,3460
motion_blur;72,8660
zoom_blur;74,4980
snow;73,5640
frost;73,9280
fog;75,8860
brightness;80,5820
contrast;76,1580
elastic_transform;73,1900
pixelate;71,3560
jpeg_compression;64,3840
speckle_noise;73,9920
gaussian_blur;74,9120
spatter;75,9700
saturate;76,4060
blue_noise;67,6040
brownish_noise;45,6400
checkerboard_cutout;69,2460
circular_motion_blur;76,0320
inverse_sparkles;47,1520
lines;58,0540
pinch_and_twirl;76,5160
ripple;67,2720
sparkles;69,7340
transverse_chromatic_abberation;53,0340
Acc_C-all-19;73,9621
Acc_C-original-15;73,6000
Acc_C-bar-10;63,0284
Acc_all-ex-pixelwise-noise-24;69,5769
RMSCE_C;0,0422
Combined_Noise;76,4500
