;config_202_avg
Standard_Acc;75,2500
RMSCE;0,0510
gaussian_noise;48,2960
shot_noise;52,7900
impulse_noise;24,3380
defocus_blur;66,7840
glass_blur;56,8840
motion_blur;63,6640
zoom_blur;64,0540
snow;63,5580
frost;66,2240
fog;66,5100
brightness;72,4500
contrast;57,1160
elastic_transform;64,9880
pixelate;67,4960
jpeg_compression;58,7840
speckle_noise;51,6280
gaussian_blur;62,4540
spatter;65,9040
saturate;67,1720
blue_noise;40,7240
brownish_noise;35,4740
checkerboard_cutout;55,5400
circular_motion_blur;66,2720
inverse_sparkles;45,0600
lines;49,9060
pinch_and_twirl;69,4740
ripple;61,3180
sparkles;60,1580
transverse_chromatic_abberation;46,4740
Acc_C-all-19;60,0576
Acc_C-original-15;59,5957
Acc_C-bar-10;53,0400
Acc_all-ex-pixelwise-noise-24;60,5716
RMSCE_C;0,1355
Combined_Noise;51,5800
