;config_205_avg
Standard_Acc;73,9200
RMSCE;0,0614
gaussian_noise;47,9860
shot_noise;51,9540
impulse_noise;17,8200
defocus_blur;68,0880
glass_blur;57,5400
motion_blur;64,9360
zoom_blur;66,4740
snow;63,5280
frost;65,1900
fog;65,8640
brightness;70,9040
contrast;57,7200
elastic_transform;65,4600
pixelate;67,3700
jpeg_compression;57,9700
speckle_noise;50,6920
gaussian_blur;64,9860
spatter;64,3960
saturate;66,8940
blue_noise;38,6680
brownish_noise;32,7140
checkerboard_cutout;54,9100
circular_motion_blur;64,9900
inverse_sparkles;45,0860
lines;49,6540
pinch_and_twirl;68,4720
ripple;61,9440
sparkles;58,6100
transverse_chromatic_abberation;52,5240
Acc_C-all-19;59,7775
Acc_C-original-15;59,2536
Acc_C-bar-10;52,7572
Acc_all-ex-pixelwise-noise-24;60,6760
RMSCE_C;0,1373
Combined_Noise;47,6500
