;config_231_avg
Standard_Acc;80,3200
RMSCE;0,0315
gaussian_noise;51,6800
shot_noise;56,9660
impulse_noise;32,9800
defocus_blur;71,7040
glass_blur;59,2660
motion_blur;67,4720
zoom_blur;69,2540
snow;68,2480
frost;70,4960
fog;70,5980
brightness;78,1240
contrast;62,4280
elastic_transform;69,5780
pixelate;69,5020
jpeg_compression;61,3080
speckle_noise;55,2100
gaussian_blur;66,7800
spatter;70,4280
saturate;72,2460
blue_noise;46,3340
brownish_noise;40,5140
checkerboard_cutout;60,1220
circular_motion_blur;72,3560
inverse_sparkles;46,3340
lines;53,5540
pinch_and_twirl;74,0680
ripple;65,2040
sparkles;63,8500
transverse_chromatic_abberation;52,4860
Acc_C-all-19;64,4352
Acc_C-original-15;63,9736
Acc_C-bar-10;57,4822
Acc_all-ex-pixelwise-noise-24;64,8300
RMSCE_C;0,0890
Combined_Noise;56,4400
