;config_469_avg;config_469_std;config_469_run_0;config_469_run_1;config_469_run_2;config_469_run_3;config_469_run_4
Standard_Acc;82,6260;0,0985;82,5100;82,6300;82,7300;82,7400;82,5200
RMSCE;0,0177;0,0027;0,0180;0,0176;0,0136;0,0220;0,0174
gaussian_noise;60,2800;2,0114;63,0000;60,2000;59,9000;61,4000;56,9000
shot_noise;64,0200;1,6522;65,6000;63,4000;66,3000;62,8000;62,0000
impulse_noise;65,0600;0,8823;66,4000;65,1000;63,8000;65,5000;64,5000
defocus_blur;77,6800;0,7332;77,5000;77,7000;77,7000;78,9000;76,6000
glass_blur;65,0400;1,1412;65,4000;64,5000;63,9000;67,1000;64,3000
motion_blur;73,3000;1,3431;73,3000;74,8000;74,3000;73,2000;70,9000
zoom_blur;75,4400;1,7783;73,8000;76,2000;76,8000;72,9000;77,5000
snow;71,0800;0,5115;70,6000;71,6000;71,8000;70,7000;70,7000
frost;75,7000;1,7989;74,6000;74,1000;77,3000;78,4000;74,1000
fog;75,9800;1,0419;76,1000;74,2000;75,6000;77,1000;76,9000
brightness;80,6800;0,6794;80,4000;79,6000;80,6000;81,5000;81,3000
contrast;77,8200;0,8134;78,5000;77,4000;76,6000;78,9000;77,7000
elastic_transform;72,0200;1,4020;71,1000;72,0000;74,6000;71,9000;70,5000
pixelate;67,3600;1,1002;66,2000;68,9000;66,0000;67,9000;67,8000
jpeg_compression;60,5600;1,0670;61,2000;59,1000;60,4000;62,2000;59,9000
speckle_noise;65,3400;2,2078;68,8000;62,5000;65,1000;66,6000;63,7000
gaussian_blur;69,6600;2,1228;68,8000;68,1000;73,4000;70,5000;67,5000
spatter;75,9000;1,3372;75,1000;74,2000;77,1000;77,8000;75,3000
saturate;77,2800;1,0303;77,8000;75,4000;78,3000;77,9000;77,0000
blue_noise;64,2000;1,6721;66,4000;62,7000;64,6000;61,9000;65,4000
brownish_noise;42,4400;2,2931;43,0000;38,9000;46,0000;42,7000;41,6000
checkerboard_cutout;68,0200;0,4308;68,0000;68,2000;68,7000;67,4000;67,8000
circular_motion_blur;74,8800;1,2023;74,6000;74,5000;76,9000;73,2000;75,2000
inverse_sparkles;44,1800;2,0134;40,7000;44,0000;44,0000;46,7000;45,5000
lines;54,6400;1,3529;54,1000;53,5000;57,3000;54,1000;54,2000
pinch_and_twirl;76,0600;1,1859;74,0000;76,3000;77,6000;75,8000;76,6000
ripple;66,7200;0,3311;66,9000;67,2000;66,6000;66,7000;66,2000
sparkles;68,2600;1,8095;65,5000;70,1000;69,0000;69,9000;66,8000
transverse_chromatic_abberation;51,5800;2,7162;51,4000;47,4000;55,5000;53,2000;50,4000
Acc_C-all-19;71,0632;0,5884;71,2737;70,4737;71,5526;71,7474;70,2684
Acc_C-original-15;70,8013;0,4267;70,9133;70,5867;71,0400;71,3600;70,1067
Acc_C-bar-10;61,0980;0,8262;60,4600;60,2800;62,6200;61,1600;60,9700
Acc_all-ex-pixelwise-noise-24;68,4283;0,6618;67,8583;67,8292;69,4167;69,0250;68,0125
RMSCE_C;0,0786;0,0046;0,0784;0,0844;0,0725;0,0747;0,0830
Combined_Noise;69,9820;0,9127;70,2400;69,3500;70,6400;71,1100;68,5700
