;config_322_avg;config_322_std;config_322_run_0;config_322_run_1;config_322_run_2;config_322_run_3;config_322_run_4
Standard_Acc;79,5740;0,0922;79,3900;79,6200;79,6300;79,6200;79,6100
RMSCE;0,0210;0,0027;0,0230;0,0243;0,0221;0,0178;0,0177
gaussian_noise;59,8400;1,1360;58,9000;59,4000;61,6000;60,7000;58,6000
shot_noise;63,1600;1,5396;62,1000;61,8000;65,7000;64,2000;62,0000
impulse_noise;64,6000;1,0000;65,7000;64,6000;62,9000;65,5000;64,3000
defocus_blur;74,8800;1,6774;77,0000;73,3000;73,0000;76,7000;74,4000
glass_blur;63,1600;1,0012;62,8000;62,9000;62,8000;65,1000;62,2000
motion_blur;72,6800;1,1617;71,3000;74,8000;72,6000;72,6000;72,1000
zoom_blur;71,6600;0,9069;70,7000;71,1000;71,3000;71,9000;73,3000
snow;68,7400;1,5551;67,9000;69,1000;71,6000;67,9000;67,2000
frost;73,5000;1,6407;71,1000;72,7000;74,6000;75,9000;73,2000
fog;73,4600;0,7579;72,9000;72,4000;73,8000;74,6000;73,6000
brightness;77,5200;1,0980;76,6000;76,1000;78,1000;79,2000;77,6000
contrast;75,7800;0,4578;75,6000;76,6000;75,2000;75,8000;75,7000
elastic_transform;69,2000;1,2759;68,7000;69,2000;71,5000;69,0000;67,6000
pixelate;70,0600;1,0800;70,8000;69,6000;69,0000;71,8000;69,1000
jpeg_compression;60,5600;1,1586;61,9000;58,5000;60,3000;61,3000;60,8000
speckle_noise;63,1600;2,3183;65,9000;59,0000;63,9000;64,3000;62,7000
gaussian_blur;68,0200;1,3407;69,0000;67,8000;69,1000;68,7000;65,5000
spatter;72,7200;1,6167;72,0000;71,3000;74,4000;74,9000;71,0000
saturate;74,5400;1,7177;75,4000;71,4000;75,3000;76,4000;74,2000
blue_noise;61,1000;1,4900;62,0000;58,9000;63,2000;60,1000;61,3000
brownish_noise;42,1000;3,0120;40,6000;39,4000;47,8000;42,4000;40,3000
checkerboard_cutout;64,0400;0,7419;63,8000;62,8000;64,8000;64,8000;64,0000
circular_motion_blur;72,7800;0,8328;73,9000;72,4000;73,6000;72,3000;71,7000
inverse_sparkles;43,6000;1,4940;41,5000;44,8000;43,3000;45,7000;42,7000
lines;52,6000;1,7539;51,0000;54,2000;54,7000;52,9000;50,2000
pinch_and_twirl;73,1200;1,6762;71,0000;75,1000;72,3000;72,1000;75,1000
ripple;65,9400;0,9831;67,0000;64,4000;65,8000;65,5000;67,0000
sparkles;64,9200;2,2337;62,7000;68,5000;65,2000;65,8000;62,4000
transverse_chromatic_abberation;53,2600;2,1694;51,7000;50,3000;55,0000;56,3000;53,0000
Acc_C-all-19;69,3284;0,6876;69,2789;68,5053;69,8263;70,3421;68,6895
Acc_C-original-15;69,2533;0,5374;68,9333;68,8067;69,6000;70,1467;68,7800
Acc_C-bar-10;59,3460;0,7457;58,5200;59,0800;60,5700;59,7900;58,7700
Acc_all-ex-pixelwise-noise-24;66,6183;0,6357;66,1208;66,1958;67,2958;67,4833;65,9958
RMSCE_C;0,0726;0,0047;0,0686;0,0796;0,0716;0,0669;0,0763
Combined_Noise;67,0600;0,5712;66,9700;66,3400;67,6100;67,8100;66,5700
