;config_201_avg
Standard_Acc;75,3100
RMSCE;0,0565
gaussian_noise;49,2120
shot_noise;53,6960
impulse_noise;29,8020
defocus_blur;66,8400
glass_blur;56,2300
motion_blur;63,4720
zoom_blur;64,1940
snow;63,5800
frost;65,5160
fog;66,1240
brightness;72,9280
contrast;57,3500
elastic_transform;65,1300
pixelate;64,4040
jpeg_compression;57,9980
speckle_noise;52,6220
gaussian_blur;62,3180
spatter;65,4000
saturate;67,3360
blue_noise;40,0400
brownish_noise;37,0300
checkerboard_cutout;55,5640
circular_motion_blur;66,6280
inverse_sparkles;45,4940
lines;50,0460
pinch_and_twirl;69,5180
ripple;59,8860
sparkles;59,9720
transverse_chromatic_abberation;47,9520
Acc_C-all-19;60,2185
Acc_C-original-15;59,7651
Acc_C-bar-10;53,2130
Acc_all-ex-pixelwise-noise-24;60,4546
RMSCE_C;0,1328
Combined_Noise;54,8100
