;config_179_avg
Standard_Acc;80,4100
RMSCE;0,0354
gaussian_noise;48,7680
shot_noise;53,7460
impulse_noise;24,3100
defocus_blur;71,7340
glass_blur;58,1880
motion_blur;67,9540
zoom_blur;68,4060
snow;68,1520
frost;69,4740
fog;71,2840
brightness;77,9820
contrast;62,5600
elastic_transform;69,9200
pixelate;68,6560
jpeg_compression;59,1340
speckle_noise;52,8360
gaussian_blur;65,8740
spatter;70,6460
saturate;72,1900
blue_noise;45,8180
brownish_noise;38,3380
checkerboard_cutout;61,3000
circular_motion_blur;72,2940
inverse_sparkles;47,2000
lines;54,1320
pinch_and_twirl;73,8100
ripple;64,1760
sparkles;64,3400
transverse_chromatic_abberation;53,4060
Acc_C-all-19;63,2534
Acc_C-original-15;62,6845
Acc_C-bar-10;57,4814
Acc_all-ex-pixelwise-noise-24;64,6313
RMSCE_C;0,1166
Combined_Noise;52,5300
