;config_596_avg
Standard_Acc;80,6100
RMSCE;0,0591
gaussian_noise;67,9640
shot_noise;71,1680
impulse_noise;78,6380
defocus_blur;74,0580
glass_blur;63,6560
motion_blur;69,2120
zoom_blur;72,1520
snow;70,7360
frost;70,7060
fog;71,7460
brightness;78,7080
contrast;73,2260
elastic_transform;71,3120
pixelate;71,0600
jpeg_compression;65,4660
speckle_noise;71,5060
gaussian_blur;71,0500
spatter;73,7640
saturate;73,7820
blue_noise;60,7700
brownish_noise;42,0580
checkerboard_cutout;66,6180
circular_motion_blur;75,5820
inverse_sparkles;44,4180
lines;56,5000
pinch_and_twirl;75,4080
ripple;67,5900
sparkles;66,8380
transverse_chromatic_abberation;47,8580
Acc_C-all-19;71,5742
Acc_C-original-15;71,3205
Acc_C-bar-10;60,3640
Acc_all-ex-pixelwise-noise-24;67,2293
RMSCE_C;0,1000
Adversarial_accuracy_autoattack;0,0110
Combined_Noise;74,5400
