;config_478_avg;config_478_std;config_478_run_0;config_478_run_1;config_478_run_2
Standard_Acc;80,7033;0,1312;80,7700;80,8200;80,5200
RMSCE;0,0224;0,0016;0,0207;0,0218;0,0246
gaussian_noise;50,4000;0,4618;51,0160;50,2800;49,9040
shot_noise;55,1040;0,1054;55,0980;55,2360;54,9780
impulse_noise;33,2807;1,7315;34,0440;34,9140;30,8840
defocus_blur;71,0593;0,1980;71,0120;71,3220;70,8440
glass_blur;58,3720;0,4339;58,9300;57,8720;58,3140
motion_blur;67,1373;0,2848;66,9280;67,5400;66,9440
zoom_blur;67,8527;0,2181;67,6620;68,1580;67,7380
snow;68,1080;0,1441;68,0420;67,9740;68,3080
frost;69,8760;0,1653;69,7060;70,1000;69,8220
fog;70,3853;0,4507;70,7640;70,6400;69,7520
brightness;78,2313;0,2954;78,3060;78,5500;77,8380
contrast;61,0627;0,8225;61,4560;61,8140;59,9180
elastic_transform;69,3133;0,1257;69,2080;69,4900;69,2420
pixelate;69,4433;1,0222;70,7760;68,2920;69,2620
jpeg_compression;61,0960;0,8320;61,8640;59,9400;61,4840
speckle_noise;53,5887;0,3706;53,6920;53,9820;53,0920
gaussian_blur;65,1427;0,3360;64,9720;65,6120;64,8440
spatter;70,5073;0,2457;70,1680;70,7420;70,6120
saturate;71,7833;0,3225;71,6300;72,2320;71,4880
blue_noise;45,8707;0,9554;45,3060;47,2160;45,0900
brownish_noise;38,6047;1,3828;38,6900;40,2540;36,8700
checkerboard_cutout;60,4767;0,2749;60,1080;60,7680;60,5540
circular_motion_blur;73,0007;0,3423;73,4780;72,8320;72,6920
inverse_sparkles;46,1253;0,4492;45,7320;45,8900;46,7540
lines;53,8153;0,0721;53,8560;53,8760;53,7140
pinch_and_twirl;73,9847;0,2289;73,8580;74,3060;73,7900
ripple;65,5480;1,2544;66,7460;63,8160;66,0820
sparkles;63,7500;0,1295;63,5840;63,7660;63,9000
transverse_chromatic_abberation;50,5993;1,4412;51,3840;51,8360;48,5780
Acc_C-all-19;63,7760;0,2413;63,9618;63,9311;63,4352
Acc_C-original-15;63,3815;0,2690;63,6541;63,4748;63,0155
Acc_C-bar-10;57,1775;0,2754;57,2742;57,4560;56,8024
Acc_all-ex-pixelwise-noise-24;64,3865;0,1760;64,5358;64,4842;64,1393
RMSCE_C;0,0885;0,0023;0,0852;0,0897;0,0905
Combined_Noise;56,2600;1,1257;56,6100;57,4300;54,7400
