;config_502_avg
Standard_Acc;79,8100
RMSCE;0,0266
gaussian_noise;12,1480
shot_noise;20,1460
impulse_noise;25,5040
defocus_blur;65,5420
glass_blur;23,7340
motion_blur;59,5220
zoom_blur;60,8980
snow;57,9100
frost;50,8700
fog;65,8040
brightness;76,5840
contrast;54,4600
elastic_transform;65,1140
pixelate;50,3620
jpeg_compression;51,6000
speckle_noise;22,0140
gaussian_blur;57,4820
spatter;67,0600
saturate;66,0040
blue_noise;65,5740
brownish_noise;32,1660
checkerboard_cutout;55,6740
circular_motion_blur;70,5580
inverse_sparkles;32,8640
lines;48,6240
pinch_and_twirl;72,1940
ripple;56,2160
sparkles;59,3120
transverse_chromatic_abberation;30,7940
Acc_C-all-19;50,1452
Acc_C-original-15;49,3465
Acc_C-bar-10;52,3976
Acc_all-ex-pixelwise-noise-24;55,4728
RMSCE_C;0,1380
Combined_Noise;45,0700
