;config_360_avg;config_360_std;config_360_run_0;config_360_run_1;config_360_run_2;config_360_run_3;config_360_run_4
Standard_Acc;90,2840;6,1777;95,2200;95,5400;95,2200;82,5800;82,8600
RMSCE;0,0570;0,0305;0,0848;0,0831;0,0776;0,0184;0,0211
gaussian_noise;66,3800;5,1269;70,9000;69,4000;71,3000;60,3000;60,0000
shot_noise;70,1000;5,7296;73,8000;73,7000;76,6000;63,3000;63,1000
impulse_noise;70,3000;5,2657;72,9000;77,0000;73,4000;64,6000;63,6000
defocus_blur;85,0000;5,9977;89,9000;90,4000;89,3000;78,6000;76,8000
glass_blur;70,4600;4,3811;73,1000;74,0000;74,7000;66,7000;63,8000
motion_blur;79,9000;6,3119;85,3000;84,6000;85,2000;73,0000;71,4000
zoom_blur;82,5800;5,5894;87,4000;86,7000;87,0000;74,0000;77,8000
snow;77,9400;5,4489;81,7000;82,2000;83,2000;71,7000;70,9000
frost;82,9800;6,0011;87,9000;86,6000;88,8000;77,5000;74,1000
fog;83,3600;5,0607;86,6000;86,3000;89,3000;77,6000;77,0000
brightness;88,5200;5,8153;93,2000;93,2000;93,4000;81,2000;81,6000
contrast;84,0600;4,5824;88,4000;88,1000;86,8000;78,0000;79,0000
elastic_transform;78,5000;6,2331;83,5000;83,0000;84,1000;72,3000;69,6000
pixelate;75,6600;5,8837;79,9000;80,7000;80,6000;70,0000;67,1000
jpeg_compression;66,5000;4,6994;70,8000;70,3000;69,8000;61,7000;59,9000
speckle_noise;70,6000;5,1377;76,8000;72,6000;74,5000;65,3000;63,8000
gaussian_blur;76,7000;6,2763;82,6000;81,3000;81,4000;70,4000;67,8000
spatter;82,4400;5,6358;87,4000;84,9000;88,0000;78,5000;73,4000
saturate;83,6400;5,6372;88,3000;88,3000;88,0000;78,0000;75,6000
blue_noise;67,7800;3,8809;72,5000;67,7000;71,6000;62,4000;64,7000
brownish_noise;46,4200;2,9192;47,8000;46,6000;51,0000;44,0000;42,7000
checkerboard_cutout;74,1000;4,8436;76,9000;77,2000;79,8000;68,1000;68,5000
circular_motion_blur;82,8800;6,7095;87,2000;87,6000;90,0000;73,6000;76,0000
inverse_sparkles;47,9000;2,8142;46,9000;50,0000;51,8000;47,2000;43,6000
lines;60,6600;4,9123;63,3000;63,5000;66,8000;55,3000;54,4000
pinch_and_twirl;83,1000;6,0703;87,3000;89,0000;87,8000;76,0000;75,4000
ripple;73,0800;5,5387;79,0000;74,9000;78,4000;67,4000;65,7000
sparkles;74,1200;5,2136;76,7000;80,4000;77,3000;70,0000;66,2000
transverse_chromatic_abberation;59,0400;4,0450;63,5000;57,7000;64,0000;56,2000;53,8000
Acc_C-all-19;77,6642;5,4414;82,1263;81,7526;82,3895;71,7211;70,3316
Acc_C-original-15;77,4827;5,4088;81,6867;81,7467;82,2333;71,3667;70,3800
Acc_C-bar-10;66,9080;4,4455;70,1100;69,4600;71,8500;62,0200;61,1000
Acc_all-ex-pixelwise-noise-24;74,9808;5,1389;78,9417;78,6458;79,8542;69,4583;68,0042
RMSCE_C;0,0724;0,0026;0,0758;0,0715;0,0693;0,0704;0,0750
Combined_Noise;76,2880;5,3733;80,3100;79,8500;81,7200;70,5800;68,9800
