;config_229_avg
Standard_Acc;80,2400
RMSCE;0,0386
gaussian_noise;49,7080
shot_noise;55,0000
impulse_noise;27,5360
defocus_blur;71,8360
glass_blur;59,2540
motion_blur;68,4160
zoom_blur;69,7160
snow;68,6320
frost;70,6860
fog;71,8440
brightness;77,5280
contrast;64,5100
elastic_transform;70,3200
pixelate;69,3240
jpeg_compression;60,8740
speckle_noise;54,2660
gaussian_blur;66,6780
spatter;70,1940
saturate;72,2700
blue_noise;42,2880
brownish_noise;39,2220
checkerboard_cutout;59,7780
circular_motion_blur;71,2580
inverse_sparkles;47,1740
lines;53,7980
pinch_and_twirl;73,8220
ripple;63,0280
sparkles;63,4620
transverse_chromatic_abberation;50,8920
Acc_C-all-19;64,1364
Acc_C-original-15;63,6789
Acc_C-bar-10;56,4722
Acc_all-ex-pixelwise-noise-24;64,7715
RMSCE_C;0,1061
Combined_Noise;54,1200
