;config_359_avg;config_359_std;config_359_run_0;config_359_run_1;config_359_run_2;config_359_run_3;config_359_run_4
Standard_Acc;90,2680;6,1000;95,1500;95,3800;95,2100;83,0400;82,5600
RMSCE;0,0570;0,0292;0,0860;0,0781;0,0781;0,0242;0,0187
gaussian_noise;66,2600;3,1576;68,7000;66,0000;70,7000;64,0000;61,9000
shot_noise;71,0400;5,5073;73,0000;73,6000;79,0000;64,9000;64,7000
impulse_noise;71,3600;3,1690;74,6000;74,2000;72,9000;67,9000;67,2000
defocus_blur;84,4800;5,8489;89,3000;89,9000;88,5000;77,9000;76,8000
glass_blur;70,7200;3,6907;74,4000;73,0000;73,6000;67,3000;65,3000
motion_blur;79,0400;5,3690;84,0000;84,3000;81,8000;72,6000;72,5000
zoom_blur;82,1000;5,5573;85,5000;86,5000;87,5000;73,6000;77,4000
snow;77,2000;5,9937;80,0000;82,6000;83,4000;69,5000;70,5000
frost;82,8000;5,9970;85,9000;87,0000;89,5000;78,0000;73,6000
fog;83,6000;4,5559;87,0000;86,8000;88,1000;77,8000;78,3000
brightness;88,2600;5,4360;93,2000;91,6000;93,2000;82,1000;81,2000
contrast;84,1000;4,5277;87,0000;88,7000;87,6000;78,9000;78,3000
elastic_transform;77,6200;6,2451;82,4000;82,3000;83,4000;70,6000;69,4000
pixelate;75,0000;5,2726;75,1000;80,3000;81,4000;68,7000;69,5000
jpeg_compression;65,3400;2,9070;68,7000;66,4000;67,6000;63,1000;60,9000
speckle_noise;71,2200;5,3218;76,6000;72,8000;76,8000;64,5000;65,4000
gaussian_blur;77,0800;5,5409;81,8000;81,1000;81,8000;71,4000;69,3000
spatter;82,2200;5,9580;88,5000;84,2000;87,8000;77,2000;73,4000
saturate;83,8600;5,7007;88,5000;87,4000;89,5000;77,7000;76,2000
blue_noise;69,1400;4,8248;75,7000;69,6000;72,4000;61,8000;66,2000
brownish_noise;47,1000;2,8320;49,8000;44,7000;51,1000;45,9000;44,0000
checkerboard_cutout;74,0400;5,0238;78,0000;77,7000;78,7000;67,9000;67,9000
circular_motion_blur;83,0200;6,6222;88,1000;87,7000;89,4000;74,4000;75,5000
inverse_sparkles;48,2400;1,9210;48,1000;51,8000;47,8000;47,5000;46,0000
lines;60,6600;5,2819;60,6000;64,9000;68,0000;54,1000;55,7000
pinch_and_twirl;82,9800;5,4389;87,3000;88,5000;86,2000;75,2000;77,7000
ripple;72,0800;5,0125;75,0000;75,6000;77,7000;65,6000;66,5000
sparkles;74,2800;5,0547;76,0000;79,8000;78,9000;69,5000;67,2000
transverse_chromatic_abberation;57,7400;3,5143;62,0000;57,0000;61,5000;55,2000;53,0000
Acc_C-all-19;77,5421;4,9070;81,2737;80,9842;82,3211;71,9842;71,1474
Acc_C-original-15;77,2613;4,7440;80,5867;80,8800;81,8800;71,7933;71,1667
Acc_C-bar-10;66,9280;4,1825;70,0600;69,7300;71,1700;61,7100;61,9700
Acc_all-ex-pixelwise-noise-24;74,7317;4,7724;78,1750;78,3250;79,3333;69,2375;68,5875
RMSCE_C;0,0727;0,0021;0,0731;0,0698;0,0713;0,0759;0,0732
Combined_Noise;76,6060;4,8665;80,0800;79,8400;81,6700;71,4100;70,0300
