;config_219_avg
Standard_Acc;80,8500
RMSCE;0,0471
gaussian_noise;51,1780
shot_noise;56,2760
impulse_noise;31,9020
defocus_blur;70,6200
glass_blur;58,1660
motion_blur;66,9380
zoom_blur;67,5900
snow;67,8940
frost;69,7660
fog;71,1380
brightness;78,2220
contrast;62,4620
elastic_transform;69,7720
pixelate;67,0520
jpeg_compression;59,8920
speckle_noise;55,1880
gaussian_blur;64,5500
spatter;70,5820
saturate;71,8400
blue_noise;47,1600
brownish_noise;38,6320
checkerboard_cutout;60,0600
circular_motion_blur;72,1960
inverse_sparkles;47,1440
lines;53,5320
pinch_and_twirl;74,3040
ripple;62,6300
sparkles;64,2140
transverse_chromatic_abberation;49,0140
Acc_C-all-19;63,7383
Acc_C-original-15;63,2579
Acc_C-bar-10;56,8886
Acc_all-ex-pixelwise-noise-24;64,0921
RMSCE_C;0,1105
Combined_Noise;57,7100
