;config_349_avg;config_349_std;config_349_run_0;config_349_run_1;config_349_run_2;config_349_run_3;config_349_run_4
Standard_Acc;33,1560;40,6079;0,0000;0,0000;0,0000;83,1000;82,6800
RMSCE;0,0086;0,0107;0,0000;0,0000;0,0000;0,0244;0,0186
gaussian_noise;25,0400;30,6692;0,0000;0,0000;0,0000;63,1000;62,1000
shot_noise;25,5400;31,2804;0,0000;0,0000;0,0000;63,6000;64,1000
impulse_noise;26,6400;32,6392;0,0000;0,0000;0,0000;68,0000;65,2000
defocus_blur;31,5600;38,6617;0,0000;0,0000;0,0000;80,2000;77,6000
glass_blur;25,7800;31,5838;0,0000;0,0000;0,0000;65,7000;63,2000
motion_blur;29,2200;35,7958;0,0000;0,0000;0,0000;74,3000;71,8000
zoom_blur;30,1600;36,9645;0,0000;0,0000;0,0000;73,2000;77,6000
snow;27,9200;34,2048;0,0000;0,0000;0,0000;71,1000;68,5000
frost;30,8600;37,8083;0,0000;0,0000;0,0000;78,7000;75,6000
fog;30,8600;37,7957;0,0000;0,0000;0,0000;77,3000;77,0000
brightness;32,4800;39,7805;0,0000;0,0000;0,0000;81,6000;80,8000
contrast;31,4400;38,5060;0,0000;0,0000;0,0000;78,7000;78,5000
elastic_transform;28,0600;34,3908;0,0000;0,0000;0,0000;72,2000;68,1000
pixelate;26,8600;32,9331;0,0000;0,0000;0,0000;69,6000;64,7000
jpeg_compression;24,4600;29,9853;0,0000;0,0000;0,0000;63,2000;59,1000
speckle_noise;25,8800;31,6964;0,0000;0,0000;0,0000;64,7000;64,7000
gaussian_blur;28,1600;34,5056;0,0000;0,0000;0,0000;72,1000;68,7000
spatter;30,4000;37,2632;0,0000;0,0000;0,0000;78,4000;73,6000
saturate;30,9000;37,8468;0,0000;0,0000;0,0000;77,9000;76,6000
blue_noise;26,9400;33,0041;0,0000;0,0000;0,0000;68,6000;66,1000
brownish_noise;17,2600;21,1391;0,0000;0,0000;0,0000;43,1000;43,2000
checkerboard_cutout;27,6200;33,8317;0,0000;0,0000;0,0000;68,2000;69,9000
circular_motion_blur;29,5800;36,2366;0,0000;0,0000;0,0000;72,7000;75,2000
inverse_sparkles;17,7000;21,6846;0,0000;0,0000;0,0000;45,1000;43,4000
lines;22,1200;27,0914;0,0000;0,0000;0,0000;55,2000;55,4000
pinch_and_twirl;30,4800;37,3346;0,0000;0,0000;0,0000;75,3000;77,1000
ripple;26,2000;32,1561;0,0000;0,0000;0,0000;68,8000;62,2000
sparkles;27,6800;33,9222;0,0000;0,0000;0,0000;71,1000;67,3000
transverse_chromatic_abberation;20,8000;25,4901;0,0000;0,0000;0,0000;53,4000;50,6000
Acc_C-all-19;28,5379;34,9568;0,0000;0,0000;0,0000;72,2947;70,3947
Acc_C-original-15;28,4587;34,8591;0,0000;0,0000;0,0000;72,0333;70,2600
Acc_C-bar-10;24,6380;30,1773;0,0000;0,0000;0,0000;62,1500;61,0400
Acc_all-ex-pixelwise-noise-24;27,4400;33,6114;0,0000;0,0000;0,0000;69,4625;67,7375
RMSCE_C;0,0318;0,0390;0,0000;0,0000;0,0000;0,0800;0,0793
Combined_Noise;28,3740;34,7527;0,0000;0,0000;0,0000;71,4900;70,3800
