;config_3_avg
Standard_Acc;82,5900
RMSCE;0,0237
gaussian_noise;62,4580
shot_noise;66,2300
impulse_noise;66,5260
defocus_blur;77,1360
glass_blur;65,4760
motion_blur;71,3920
zoom_blur;74,3700
snow;72,8500
frost;72,3560
fog;75,5960
brightness;81,1280
contrast;76,3500
elastic_transform;72,1960
pixelate;68,3500
jpeg_compression;62,0300
speckle_noise;66,6540
gaussian_blur;75,2120
spatter;75,8780
saturate;76,6580
blue_noise;66,9600
brownish_noise;46,5280
checkerboard_cutout;69,0640
circular_motion_blur;76,4300
inverse_sparkles;45,5920
lines;56,3840
pinch_and_twirl;76,0780
ripple;66,3200
sparkles;68,7280
transverse_chromatic_abberation;53,6580
Acc_C-all-19;71,5182
Acc_C-original-15;70,9629
Acc_C-bar-10;62,5742
Acc_all-ex-pixelwise-noise-24;68,9900
RMSCE_C;0,0296
Combined_Noise;71,3100
