;config_440_avg;config_440_std;config_440_run_0;config_440_run_1;config_440_run_2
Standard_Acc;96,3200;0,0852;96,3700;96,3900;96,2000
RMSCE;0,0510;0,0017;0,0497;0,0499;0,0535
gaussian_noise;86,6960;0,2487;86,3680;86,9700;86,7500
shot_noise;89,2367;0,2467;88,9100;89,5060;89,2940
impulse_noise;87,4320;0,6740;86,9960;88,3840;86,9160
defocus_blur;94,2173;0,1383;94,4120;94,1360;94,1040
glass_blur;87,8760;0,0761;87,8480;87,9800;87,8000
motion_blur;92,1260;0,0732;92,1060;92,2240;92,0480
zoom_blur;93,0693;0,1638;93,2120;93,1560;92,8400
snow;91,9147;0,2486;91,8620;92,2420;91,6400
frost;92,8713;0,2525;92,8120;93,2060;92,5960
fog;94,0713;0,2531;94,0140;94,4060;93,7940
brightness;95,8013;0,0693;95,8740;95,8220;95,7080
contrast;94,1880;0,3034;94,1380;94,5820;93,8440
elastic_transform;91,4787;0,1494;91,5540;91,6120;91,2700
pixelate;90,3713;0,6316;90,4440;91,1060;89,5640
jpeg_compression;85,6333;0,6707;85,8040;86,3560;84,7400
speckle_noise;89,5320;0,2748;89,2160;89,8860;89,4940
gaussian_blur;93,1493;0,1615;93,3720;92,9940;93,0820
spatter;92,8307;0,1515;92,6800;93,0380;92,7740
saturate;94,9473;0,0498;94,9480;95,0080;94,8860
blue_noise;87,0147;0,3095;86,7260;87,4440;86,8740
brownish_noise;78,8433;0,5523;78,4760;79,6240;78,4300
checkerboard_cutout;87,9873;0,0849;88,0680;88,0240;87,8700
circular_motion_blur;92,7567;0,2518;92,8440;93,0120;92,4140
inverse_sparkles;77,4940;0,8305;77,4720;78,5220;76,4880
lines;80,4967;0,4584;80,4500;81,0800;79,9600
pinch_and_twirl;93,1593;0,1343;93,0840;93,3480;93,0460
ripple;88,3353;0,7306;88,7720;88,9280;87,3060
sparkles;87,4847;0,2135;87,1860;87,6720;87,5960
transverse_chromatic_abberation;84,5660;0,3721;84,5360;85,0360;84,1260
Acc_C-all-19;91,4444;0,2061;91,3984;91,7165;91,2181
Acc_C-original-15;91,1322;0,2408;91,0903;91,4459;90,8605
Acc_C-bar-10;85,8138;0,3522;85,7614;86,2690;85,4110
Acc_all-ex-pixelwise-noise-24;89,8196;0,2585;89,8320;90,1297;89,4969
RMSCE_C;0,0466;0,0016;0,0451;0,0459;0,0489
Combined_Noise;89,9733;0,3325;89,6900;90,4400;89,7900
