;config_441_avg;config_441_std;config_441_run_0;config_441_run_1;config_441_run_2
Standard_Acc;96,3700;0,1349;96,5600;96,2900;96,2600
RMSCE;0,0475;0,0026;0,0502;0,0482;0,0441
gaussian_noise;87,0613;0,2199;87,1740;87,2560;86,7540
shot_noise;89,4213;0,1383;89,5720;89,4540;89,2380
impulse_noise;87,5573;0,3543;87,0640;87,7280;87,8800
defocus_blur;94,0673;0,2081;94,3380;94,0320;93,8320
glass_blur;88,1207;0,1215;88,2400;88,1680;87,9540
motion_blur;92,0267;0,0734;92,1040;91,9280;92,0480
zoom_blur;92,7840;0,3358;93,2180;92,7340;92,4000
snow;91,8673;0,1056;91,8560;91,7440;92,0020
frost;92,7467;0,0491;92,7140;92,8160;92,7100
fog;94,2060;0,0735;94,2980;94,1180;94,2020
brightness;95,8553;0,0911;95,9760;95,8340;95,7560
contrast;94,2327;0,0532;94,2520;94,2860;94,1600
elastic_transform;91,1560;0,2012;91,3940;90,9020;91,1720
pixelate;90,3080;0,4566;89,7020;90,4180;90,8040
jpeg_compression;85,1300;0,5487;84,4560;85,1340;85,8000
speckle_noise;89,7267;0,0956;89,8560;89,6960;89,6280
gaussian_blur;93,0187;0,3488;93,4980;92,8800;92,6780
spatter;92,7207;0,1311;92,9060;92,6280;92,6280
saturate;94,9940;0,0621;95,0680;94,9980;94,9160
blue_noise;86,7907;0,1340;86,7600;86,6440;86,9680
brownish_noise;78,2740;0,3988;77,9360;78,8340;78,0520
checkerboard_cutout;87,3540;0,1796;87,5740;87,3540;87,1340
circular_motion_blur;92,4453;0,0804;92,5580;92,4020;92,3760
inverse_sparkles;77,7900;0,7032;78,3820;76,8020;78,1860
lines;80,8127;0,5892;81,0980;81,3480;79,9920
pinch_and_twirl;92,8700;0,0849;92,9880;92,7920;92,8300
ripple;87,8020;0,4789;87,2900;87,6740;88,4420
sparkles;88,1527;0,1761;88,3060;87,9060;88,2460
transverse_chromatic_abberation;84,7893;0,5542;84,1820;85,5220;84,6640
Acc_C-all-19;91,4211;0,0258;91,4572;91,4081;91,3980
Acc_C-original-15;91,1027;0,0096;91,0905;91,1035;91,1141
Acc_C-bar-10;85,7081;0,0158;85,7074;85,7278;85,6890
Acc_all-ex-pixelwise-noise-24;89,7302;0,0243;89,7639;89,7189;89,7077
RMSCE_C;0,0424;0,0016;0,0429;0,0441;0,0402
Combined_Noise;90,1233;0,2695;90,1300;90,4500;89,7900
