;config_429_avg;config_429_std;config_429_run_0;config_429_run_1;config_429_run_2
Standard_Acc;96,4633;0,0368;96,4600;96,5100;96,4200
RMSCE;0,0543;0,0013;0,0561;0,0538;0,0529
gaussian_noise;86,1160;0,5667;85,6040;86,9060;85,8380
shot_noise;88,5707;0,4516;88,0800;89,1700;88,4620
impulse_noise;87,9773;0,2380;87,6540;88,2200;88,0580
defocus_blur;94,1500;0,1169;94,2660;93,9900;94,1940
glass_blur;86,7233;0,1053;86,5800;86,7600;86,8300
motion_blur;91,5727;0,1234;91,5800;91,7200;91,4180
zoom_blur;92,9947;0,0269;92,9580;93,0220;93,0040
snow;91,6733;0,1973;91,5040;91,5660;91,9500
frost;92,4347;0,2195;92,1340;92,5180;92,6520
fog;94,1647;0,1308;93,9800;94,2480;94,2660
brightness;96,0187;0,0090;96,0060;96,0240;96,0260
contrast;94,2473;0,1144;94,0980;94,3760;94,2680
elastic_transform;90,9293;0,1326;91,0300;90,7420;91,0160
pixelate;87,2240;0,3737;86,7220;87,6180;87,3320
jpeg_compression;84,1113;0,1395;84,3020;84,0600;83,9720
speckle_noise;88,9493;0,4785;88,4580;89,5980;88,7920
gaussian_blur;93,1460;0,1645;93,3320;92,9320;93,1740
spatter;92,7353;0,1462;92,7320;92,5580;92,9160
saturate;95,1113;0,0870;95,0800;95,0240;95,2300
blue_noise;87,1053;0,3517;87,3520;87,3560;86,6080
brownish_noise;79,1220;0,7719;79,7880;78,0400;79,5380
checkerboard_cutout;88,0100;0,0704;87,9460;87,9760;88,1080
circular_motion_blur;92,8173;0,2210;93,0980;92,5580;92,7960
inverse_sparkles;75,5373;0,2446;75,2100;75,7980;75,6040
lines;79,7987;0,3262;79,5660;80,2600;79,5700
pinch_and_twirl;92,9440;0,3356;93,0580;92,4880;93,2860
ripple;86,6453;0,2066;86,3960;86,6380;86,9020
sparkles;87,7647;0,4517;88,2120;87,9360;87,1460
transverse_chromatic_abberation;83,3233;0,6875;82,3560;83,8920;83,7220
Acc_C-all-19;90,9921;0,1083;90,8474;91,1080;91,0209
Acc_C-original-15;90,5939;0,1222;90,4332;90,7293;90,6191
Acc_C-bar-10;85,3068;0,0151;85,2982;85,2942;85,3280
Acc_all-ex-pixelwise-noise-24;89,3000;0,0525;89,2472;89,2810;89,3717
RMSCE_C;0,0481;0,0013;0,0500;0,0476;0,0469
Combined_Noise;90,4333;0,3742;90,0100;90,9200;90,3700
