;config_446_avg;config_446_std;config_446_run_0;config_446_run_1;config_446_run_2
Standard_Acc;96,3733;0,0579;96,3100;96,4500;96,3600
RMSCE;0,0495;0,0002;0,0498;0,0493;0,0494
gaussian_noise;87,0233;0,1113;86,9580;86,9320;87,1800
shot_noise;89,4233;0,0638;89,3480;89,4180;89,5040
impulse_noise;87,5740;0,6713;86,7280;88,3700;87,6240
defocus_blur;94,1480;0,1115;94,0900;94,3040;94,0500
glass_blur;88,1860;0,1070;88,3360;88,0940;88,1280
motion_blur;92,5160;0,0797;92,4900;92,6240;92,4340
zoom_blur;93,2720;0,1451;93,1040;93,4580;93,2540
snow;92,1193;0,0616;92,0680;92,2060;92,0840
frost;93,1493;0,0200;93,1760;93,1280;93,1440
fog;94,2200;0,1657;93,9860;94,3260;94,3480
brightness;95,8060;0,0406;95,7520;95,8160;95,8500
contrast;94,1467;0,2313;93,8200;94,2960;94,3240
elastic_transform;91,6667;0,1043;91,7640;91,5220;91,7140
pixelate;90,6053;0,5822;90,6180;91,3120;89,8860
jpeg_compression;85,5293;0,3708;86,0300;85,4140;85,1440
speckle_noise;89,8213;0,1587;89,6200;89,8360;90,0080
gaussian_blur;93,1887;0,1748;93,2520;93,3640;92,9500
spatter;92,7373;0,1653;92,5120;92,9040;92,7960
saturate;94,9573;0,0500;94,9200;94,9240;95,0280
blue_noise;86,5907;0,7081;85,8720;87,5540;86,3460
brownish_noise;78,1967;1,7643;79,6540;75,7140;79,2220
checkerboard_cutout;87,6400;0,3218;87,5480;88,0720;87,3000
circular_motion_blur;92,7860;0,1641;93,0060;92,7400;92,6120
inverse_sparkles;78,4400;0,1626;78,2720;78,3880;78,6600
lines;81,2147;0,3468;81,2880;81,5980;80,7580
pinch_and_twirl;93,2207;0,1697;93,3620;92,9820;93,3180
ripple;88,0873;0,9892;87,7420;89,4340;87,0860
sparkles;88,1647;0,0115;88,1660;88,1780;88,1500
transverse_chromatic_abberation;85,8627;0,6925;86,8420;85,3640;85,3820
Acc_C-all-19;91,5837;0,0825;91,5038;91,6973;91,5500
Acc_C-original-15;91,2924;0,0872;91,2179;91,4147;91,2445
Acc_C-bar-10;86,0203;0,1198;86,1752;86,0024;85,8834
Acc_all-ex-pixelwise-noise-24;89,9942;0,0716;90,0749;90,0068;89,9009
RMSCE_C;0,0449;0,0006;0,0455;0,0440;0,0451
Combined_Noise;89,9900;0,3010;89,7200;90,4100;89,8400
