;config_438_avg;config_438_std;config_438_run_0;config_438_run_1;config_438_run_2
Standard_Acc;96,4367;0,0287;96,4400;96,4000;96,4700
RMSCE;0,0535;0,0029;0,0576;0,0509;0,0520
gaussian_noise;86,8740;0,2377;87,0320;87,0520;86,5380
shot_noise;89,2333;0,2081;89,3220;89,4320;88,9460
impulse_noise;88,1627;0,2352;88,2720;88,3800;87,8360
defocus_blur;94,2113;0,1617;94,2720;94,3720;93,9900
glass_blur;87,3747;0,0464;87,4380;87,3580;87,3280
motion_blur;91,8407;0,2121;91,7900;91,6100;92,1220
zoom_blur;92,8133;0,1251;92,9540;92,8360;92,6500
snow;91,9007;0,1568;91,6840;92,0500;91,9680
frost;92,8193;0,1479;92,7440;93,0260;92,6880
fog;94,2340;0,0460;94,2200;94,1860;94,2960
brightness;95,9207;0,0731;95,8680;95,8700;96,0240
contrast;94,3967;0,1451;94,1960;94,4600;94,5340
elastic_transform;91,1180;0,1528;91,2600;91,1880;90,9060
pixelate;89,4007;0,2355;89,3680;89,7040;89,1300
jpeg_compression;84,7213;0,4799;84,8380;85,2420;84,0840
speckle_noise;89,5107;0,2776;89,5040;89,8540;89,1740
gaussian_blur;93,1580;0,0663;93,2300;93,1740;93,0700
spatter;92,7153;0,1622;92,5860;92,9440;92,6160
saturate;95,0680;0,0615;95,0520;95,1500;95,0020
blue_noise;87,0647;0,4461;86,4740;87,5520;87,1680
brownish_noise;80,2240;0,3527;80,5640;79,7380;80,3700
checkerboard_cutout;87,2713;0,8884;87,2820;88,3540;86,1780
circular_motion_blur;92,7253;0,2464;92,6780;93,0480;92,4500
inverse_sparkles;77,1253;0,1012;77,0320;77,0780;77,2660
lines;80,1553;0,1313;80,0220;80,1100;80,3340
pinch_and_twirl;93,0053;0,1190;93,0520;93,1220;92,8420
ripple;86,6120;0,2840;86,8580;86,7640;86,2140
sparkles;87,7553;0,5338;88,3220;87,9040;87,0400
transverse_chromatic_abberation;83,5540;0,2507;83,2120;83,8060;83,6440
Acc_C-all-19;91,3407;0,1073;91,3489;91,4678;91,2054
Acc_C-original-15;91,0014;0,1020;91,0172;91,1177;90,8693
Acc_C-bar-10;85,5493;0,1621;85,5496;85,7476;85,3506
Acc_all-ex-pixelwise-noise-24;89,5884;0,1086;89,6051;89,7122;89,4477
RMSCE_C;0,0484;0,0023;0,0516;0,0472;0,0463
Combined_Noise;90,2067;0,4620;89,8900;90,8600;89,8700
