;config_447_avg;config_447_std;config_447_run_0;config_447_run_1;config_447_run_2
Standard_Acc;96,1867;0,0309;96,2300;96,1600;96,1700
RMSCE;0,0444;0,0018;0,0470;0,0426;0,0437
gaussian_noise;86,9380;0,2150;86,7820;87,2420;86,7900
shot_noise;89,2900;0,2393;89,1060;89,6280;89,1360
impulse_noise;87,4193;0,4631;86,8600;87,4040;87,9940
defocus_blur;94,2613;0,0931;94,3920;94,1820;94,2100
glass_blur;88,1400;0,2254;88,1360;88,4180;87,8660
motion_blur;92,5260;0,2744;92,1400;92,7540;92,6840
zoom_blur;93,2087;0,2072;93,2520;93,4380;92,9360
snow;91,8860;0,2240;91,9480;92,1240;91,5860
frost;92,8693;0,2575;92,9420;93,1420;92,5240
fog;94,1107;0,0281;94,1500;94,0960;94,0860
brightness;95,6093;0,0528;95,6840;95,5740;95,5700
contrast;94,0473;0,1101;94,0840;94,1600;93,8980
elastic_transform;91,5393;0,2900;91,6500;91,8260;91,1420
pixelate;91,1987;0,1520;90,9840;91,3160;91,2960
jpeg_compression;85,6067;0,4748;85,7340;86,1140;84,9720
speckle_noise;89,5907;0,3266;89,2520;90,0320;89,4880
gaussian_blur;93,3467;0,0926;93,4760;93,2640;93,3000
spatter;92,4807;0,1767;92,3100;92,7240;92,4080
saturate;94,8047;0,0755;94,9020;94,7940;94,7180
blue_noise;86,3367;0,4154;86,0320;86,9240;86,0540
brownish_noise;77,6427;1,1720;76,5200;79,2600;77,1480
checkerboard_cutout;87,5753;0,0931;87,4620;87,6900;87,5740
circular_motion_blur;92,6480;0,0863;92,5260;92,7080;92,7100
inverse_sparkles;78,1493;0,8319;77,7860;79,3000;77,3620
lines;80,8333;0,6576;80,1300;81,7120;80,6580
pinch_and_twirl;93,1840;0,1965;93,3500;93,2940;92,9080
ripple;88,5093;0,0560;88,4540;88,5860;88,4880
sparkles;87,9920;0,0806;88,1060;87,9320;87,9380
transverse_chromatic_abberation;85,6120;0,1491;85,4540;85,5700;85,8120
Acc_C-all-19;91,5196;0,1275;91,4623;91,6964;91,4002
Acc_C-original-15;91,2434;0,1342;91,1896;91,4279;91,1127
Acc_C-bar-10;85,8483;0,3195;85,5820;86,2976;85,6652
Acc_all-ex-pixelwise-noise-24;89,9076;0,1851;89,8155;90,1658;89,7414
RMSCE_C;0,0413;0,0015;0,0433;0,0398;0,0406
Combined_Noise;89,7833;0,2450;89,4800;89,7900;90,0800
