;config_442_avg;config_442_std;config_442_run_0;config_442_run_1;config_442_run_2
Standard_Acc;96,3867;0,0419;96,3300;96,4000;96,4300
RMSCE;0,0459;0,0009;0,0469;0,0462;0,0447
gaussian_noise;86,9633;0,2222;86,6960;87,2400;86,9540
shot_noise;89,5253;0,0801;89,5420;89,6140;89,4200
impulse_noise;87,8207;0,3025;87,7980;88,2020;87,4620
defocus_blur;94,2020;0,0509;94,2680;94,1440;94,1940
glass_blur;87,9280;0,0958;88,0400;87,9380;87,8060
motion_blur;92,2500;0,1251;92,3220;92,3540;92,0740
zoom_blur;93,1800;0,2327;93,4680;93,1740;92,8980
snow;91,9413;0,0457;91,9100;92,0060;91,9080
frost;92,9280;0,0335;92,8860;92,9300;92,9680
fog;94,1987;0,0624;94,2860;94,1440;94,1660
brightness;95,8647;0,0847;95,7500;95,8920;95,9520
contrast;94,1580;0,1895;94,2400;93,8960;94,3380
elastic_transform;91,4333;0,1209;91,5800;91,4360;91,2840
pixelate;90,1853;0,4013;89,8540;89,9520;90,7500
jpeg_compression;85,3953;0,2343;85,6680;85,4220;85,0960
speckle_noise;89,8567;0,1512;89,9940;89,9300;89,6460
gaussian_blur;93,2333;0,1226;93,3500;93,2860;93,0640
spatter;92,6493;0,1318;92,4660;92,7120;92,7700
saturate;94,9807;0,0595;95,0460;94,9020;94,9940
blue_noise;86,9307;0,4302;87,3240;86,3320;87,1360
brownish_noise;78,4293;1,0688;79,3680;76,9340;78,9860
checkerboard_cutout;87,5447;0,3080;87,1180;87,8340;87,6820
circular_motion_blur;92,8207;0,1858;93,0820;92,7140;92,6660
inverse_sparkles;78,3053;0,4688;78,7460;78,5140;77,6560
lines;80,9853;0,5836;81,3480;81,4460;80,1620
pinch_and_twirl;93,0993;0,1041;93,1220;93,2140;92,9620
ripple;87,8433;0,5922;87,5340;87,3240;88,6720
sparkles;87,7793;0,1916;87,5100;87,8880;87,9400
transverse_chromatic_abberation;85,7873;0,2976;86,0540;85,9360;85,3720
Acc_C-all-19;91,5102;0,0354;91,5349;91,5355;91,4602
Acc_C-original-15;91,1983;0,0332;91,2205;91,2229;91,1513
Acc_C-bar-10;85,9525;0,1270;86,1206;85,8136;85,9234
Acc_all-ex-pixelwise-noise-24;89,8801;0,0561;89,9590;89,8330;89,8483
RMSCE_C;0,0413;0,0009;0,0423;0,0403;0,0412
Combined_Noise;89,8333;0,2841;89,6900;90,2300;89,5800
