;config_445_avg;config_445_std;config_445_run_0;config_445_run_1;config_445_run_2
Standard_Acc;96,3733;0,0450;96,4300;96,3200;96,3700
RMSCE;0,0488;0,0017;0,0504;0,0497;0,0464
gaussian_noise;86,7633;0,1812;86,9500;86,8220;86,5180
shot_noise;89,2933;0,2324;89,4040;89,5060;88,9700
impulse_noise;87,1153;0,4279;86,5180;87,4980;87,3300
defocus_blur;94,0920;0,1064;94,1260;93,9480;94,2020
glass_blur;87,7873;0,0975;87,9180;87,7600;87,6840
motion_blur;92,3080;0,0642;92,3920;92,2360;92,2960
zoom_blur;92,9873;0,0789;93,0360;92,8760;93,0500
snow;91,8087;0,1381;92,0040;91,7140;91,7080
frost;92,7827;0,0677;92,7620;92,8740;92,7120
fog;94,0053;0,0362;94,0420;94,0180;93,9560
brightness;95,7773;0,0475;95,8380;95,7220;95,7720
contrast;94,1700;0,0649;94,1800;94,2440;94,0860
elastic_transform;91,3807;0,2990;91,5820;90,9580;91,6020
pixelate;90,9040;0,1225;90,7780;91,0700;90,8640
jpeg_compression;85,6693;0,1426;85,8200;85,4780;85,7100
speckle_noise;89,5187;0,2184;89,6400;89,7040;89,2120
gaussian_blur;93,0687;0,1703;93,3080;92,9720;92,9260
spatter;92,4647;0,0957;92,4720;92,3440;92,5780
saturate;94,9213;0,0250;94,9400;94,9380;94,8860
blue_noise;86,1533;0,5383;85,4040;86,4120;86,6440
brownish_noise;79,4273;0,8751;80,5220;78,3800;79,3800
checkerboard_cutout;87,4573;0,3756;87,6400;86,9340;87,7980
circular_motion_blur;92,3133;0,1799;92,5460;92,1080;92,2860
inverse_sparkles;77,8327;0,1663;77,5980;77,9640;77,9360
lines;80,9627;0,7917;82,0660;80,5760;80,2460
pinch_and_twirl;93,0540;0,2395;93,2780;92,7220;93,1620
ripple;88,2567;0,4696;88,3980;87,6240;88,7480
sparkles;87,9353;0,2257;87,6680;87,9180;88,2200
transverse_chromatic_abberation;85,2280;0,8159;86,0840;85,4700;84,1300
Acc_C-all-19;91,4115;0,0358;91,4584;91,4043;91,3717
Acc_C-original-15;91,1230;0,0249;91,1567;91,1149;91,0973
Acc_C-bar-10;85,8621;0,2081;86,1204;85,6108;85,8550
Acc_all-ex-pixelwise-noise-24;89,8581;0,1400;90,0416;89,7020;89,8308
RMSCE_C;0,0435;0,0009;0,0442;0,0441;0,0422
Combined_Noise;89,9000;0,2291;89,9200;90,1700;89,6100
