;config_437_avg;config_437_std;config_437_run_0;config_437_run_1;config_437_run_2
Standard_Acc;96,4800;0,0535;96,4700;96,5500;96,4200
RMSCE;0,0481;0,0039;0,0534;0,0472;0,0438
gaussian_noise;87,0213;0,2402;86,7640;87,3420;86,9580
shot_noise;89,4333;0,2622;89,0640;89,6460;89,5900
impulse_noise;87,4400;0,5095;86,8160;88,0640;87,4400
defocus_blur;94,1213;0,2519;93,8320;94,4460;94,0860
glass_blur;88,0880;0,2398;87,9720;88,4220;87,8700
motion_blur;92,2913;0,2657;91,9260;92,5500;92,3980
zoom_blur;93,0473;0,1674;92,9360;93,2840;92,9220
snow;92,0000;0,2632;91,6280;92,1980;92,1740
frost;92,9380;0,2180;92,7960;93,2460;92,7720
fog;94,1593;0,2061;93,8760;94,2420;94,3600
brightness;95,8993;0,0563;95,9000;95,9680;95,8300
contrast;94,2387;0,2721;93,8820;94,5420;94,2920
elastic_transform;91,4833;0,2382;91,2620;91,8140;91,3740
pixelate;89,8900;0,5576;89,1500;90,4960;90,0240
jpeg_compression;84,8833;0,8088;84,2200;86,0220;84,4080
speckle_noise;89,5867;0,2533;89,2300;89,7940;89,7360
gaussian_blur;93,0433;0,3226;92,6900;93,4700;92,9700
spatter;92,8773;0,2423;92,5940;93,1860;92,8520
saturate;95,0787;0,0762;94,9900;95,0700;95,1760
blue_noise;87,1553;0,8555;86,9100;88,3040;86,2520
brownish_noise;77,5933;1,3717;78,3220;78,7860;75,6720
checkerboard_cutout;87,8587;0,2775;87,4700;88,1000;88,0060
circular_motion_blur;92,4940;0,1559;92,3960;92,7140;92,3720
inverse_sparkles;78,3900;0,3265;78,1940;78,8500;78,1260
lines;81,6960;0,2022;81,8360;81,4100;81,8420
pinch_and_twirl;93,2420;0,1557;93,1400;93,4620;93,1240
ripple;87,3567;0,8000;86,2420;88,0820;87,7460
sparkles;88,1647;0,3684;87,6500;88,4920;88,3520
transverse_chromatic_abberation;84,2907;1,0912;85,0280;85,0960;82,7480
Acc_C-all-19;91,4485;0,2639;91,1331;91,7791;91,4333
Acc_C-original-15;91,1290;0,2799;90,8016;91,4855;91,0999
Acc_C-bar-10;85,8241;0,3771;85,7188;86,3296;85,4240
Acc_all-ex-pixelwise-noise-24;89,7969;0,2613;89,5805;90,1645;89,6457
RMSCE_C;0,0430;0,0015;0,0451;0,0420;0,0420
Combined_Noise;90,1600;0,4450;89,6200;90,7100;90,1500
