;config_570_avg;config_570_std;config_570_run_0;config_570_run_1;config_570_run_2
Standard_Acc;96,2067;0,1008;96,3100;96,2400;96,0700
RMSCE;0,0453;0,0008;0,0450;0,0444;0,0464
gaussian_noise;87,1313;0,1871;87,2980;87,2260;86,8700
shot_noise;89,5007;0,2088;89,6640;89,6320;89,2060
impulse_noise;87,3540;0,6502;87,9740;87,6320;86,4560
defocus_blur;94,1160;0,1834;94,3500;94,0960;93,9020
glass_blur;88,1867;0,1990;88,4680;88,0400;88,0520
motion_blur;92,5247;0,1239;92,6920;92,3960;92,4860
zoom_blur;93,0740;0,2008;93,3580;92,9340;92,9300
snow;91,8947;0,2132;92,1760;91,8480;91,6600
frost;93,0640;0,1954;93,3360;92,8860;92,9700
fog;94,0647;0,0393;94,1200;94,0320;94,0420
brightness;95,6867;0,0519;95,7320;95,7140;95,6140
contrast;93,9867;0,1376;94,1320;93,8020;94,0260
elastic_transform;91,2147;0,3351;91,5860;91,2840;90,7740
pixelate;91,7553;0,4708;91,9920;92,1760;91,0980
jpeg_compression;86,2413;0,3927;86,7200;86,2460;85,7580
speckle_noise;89,8640;0,3060;90,2240;89,8920;89,4760
gaussian_blur;93,1680;0,1865;93,4040;93,1520;92,9480
spatter;92,4893;0,1604;92,7140;92,4040;92,3500
saturate;94,8520;0,0986;94,9640;94,8680;94,7240
blue_noise;86,2613;0,4096;86,8100;85,8260;86,1480
brownish_noise;78,2707;1,0665;79,1340;76,7680;78,9100
checkerboard_cutout;86,9980;0,6436;87,6780;87,1820;86,1340
circular_motion_blur;92,3093;0,4128;92,7900;92,3560;91,7820
inverse_sparkles;78,4727;0,6818;79,2440;77,5860;78,5880
lines;81,0907;0,4752;80,8080;80,7040;81,7600
pinch_and_twirl;92,8167;0,3067;93,0880;92,9740;92,3880
ripple;88,3953;0,7977;88,9240;88,9940;87,2680
sparkles;87,2707;0,3677;87,0860;87,7840;86,9420
transverse_chromatic_abberation;86,0587;0,7310;86,7840;85,0580;86,3340
Acc_C-all-19;91,5878;0,2055;91,8371;91,5926;91,3338
Acc_C-original-15;91,3197;0,2112;91,5732;91,3296;91,0563
Acc_C-bar-10;85,7944;0,3141;86,2346;85,5232;85,6254
Acc_all-ex-pixelwise-noise-24;89,9167;0,2167;90,2200;89,8035;89,7267
RMSCE_C;0,0409;0,0010;0,0421;0,0411;0,0395
Combined_Noise;89,9100;0,4373;89,7400;90,5100;89,4800
