;config_439_avg;config_439_std;config_439_run_0;config_439_run_1;config_439_run_2
Standard_Acc;96,3300;0,0566;96,4100;96,2900;96,2900
RMSCE;0,0487;0,0011;0,0472;0,0491;0,0498
gaussian_noise;86,7680;0,2948;86,7740;87,1260;86,4040
shot_noise;89,2367;0,3167;89,1180;89,6700;88,9220
impulse_noise;87,5460;0,1366;87,7380;87,4680;87,4320
defocus_blur;94,1740;0,1408;94,3100;94,2320;93,9800
glass_blur;87,7547;0,1502;87,5880;87,9520;87,7240
motion_blur;92,0707;0,1196;91,9180;92,2100;92,0840
zoom_blur;93,1387;0,1147;93,2380;93,2000;92,9780
snow;91,7460;0,1927;91,5500;92,0080;91,6800
frost;92,6827;0,2165;92,5500;92,9880;92,5100
fog;94,1527;0,1290;93,9800;94,2900;94,1880
brightness;95,8247;0,0950;95,9460;95,8140;95,7140
contrast;94,2160;0,1552;94,0120;94,3880;94,2480
elastic_transform;91,3787;0,2564;91,4740;91,6340;91,0280
pixelate;88,6547;0,7830;87,8080;89,6960;88,4600
jpeg_compression;85,2007;0,5062;85,1940;85,8240;84,5840
speckle_noise;89,4927;0,2670;89,5220;89,8040;89,1520
gaussian_blur;93,1473;0,1715;93,2000;93,3260;92,9160
spatter;92,6487;0,1348;92,4580;92,7440;92,7440
saturate;94,9867;0,0728;94,9200;95,0880;94,9520
blue_noise;87,1033;0,3380;87,0160;87,5540;86,7400
brownish_noise;79,9807;0,7361;80,9860;79,2440;79,7120
checkerboard_cutout;87,7413;0,5073;87,4840;88,4500;87,2900
circular_motion_blur;92,7587;0,4043;93,0140;93,0740;92,1880
inverse_sparkles;77,1833;0,4358;76,5700;77,5420;77,4380
lines;80,6800;0,4033;80,1340;80,8100;81,0960
pinch_and_twirl;93,1653;0,1759;93,0340;93,4140;93,0480
ripple;87,1533;0,8546;86,8360;88,3220;86,3020
sparkles;87,8500;0,1400;87,6520;87,9500;87,9480
transverse_chromatic_abberation;84,6747;0,1353;84,5800;84,8660;84,5780
Acc_C-all-19;91,3063;0,1761;91,2262;91,5506;91,1421
Acc_C-original-15;90,9696;0,1896;90,8799;91,2333;90,7957
Acc_C-bar-10;85,8291;0,2113;85,7306;86,1226;85,6340
Acc_all-ex-pixelwise-noise-24;89,7068;0,1807;89,6015;89,9611;89,5579
RMSCE_C;0,0443;0,0011;0,0431;0,0457;0,0442
Combined_Noise;90,2100;0,2913;89,9000;90,6000;90,1300
