;config_434_avg;config_434_std;config_434_run_0;config_434_run_1;config_434_run_2
Standard_Acc;96,4600;0,0860;96,3500;96,4700;96,5600
RMSCE;0,0542;0,0052;0,0615;0,0497;0,0513
gaussian_noise;86,3233;0,5007;85,6200;86,7460;86,6040
shot_noise;88,9120;0,5100;88,2080;89,4000;89,1280
impulse_noise;87,6633;0,4923;86,9680;87,9800;88,0420
defocus_blur;94,1780;0,0997;94,0940;94,1220;94,3180
glass_blur;87,4193;0,1083;87,3540;87,5720;87,3320
motion_blur;91,8887;0,5536;91,1720;92,5200;91,9740
zoom_blur;93,0687;0,0217;93,0380;93,0820;93,0860
snow;91,8633;0,1525;91,6980;92,0660;91,8260
frost;92,6933;0,2935;92,3660;93,0780;92,6360
fog;94,1520;0,1400;93,9560;94,2740;94,2260
brightness;95,9613;0,0611;95,9340;95,9040;96,0460
contrast;94,4240;0,0242;94,4580;94,4040;94,4100
elastic_transform;91,1827;0,2695;90,9380;91,5580;91,0520
pixelate;89,4853;0,5810;89,3740;88,8360;90,2460
jpeg_compression;85,1227;0,0726;85,0200;85,1740;85,1740
speckle_noise;89,2207;0,5495;88,4460;89,6620;89,5540
gaussian_blur;93,2047;0,1841;93,2500;92,9600;93,4040
spatter;92,6307;0,2753;92,4420;93,0200;92,4300
saturate;95,0953;0,0458;95,0600;95,0660;95,1600
blue_noise;86,8560;0,5863;86,0620;87,0460;87,4600
brownish_noise;79,2533;0,4581;79,8120;79,2580;78,6900
checkerboard_cutout;87,6547;0,4717;86,9880;88,0080;87,9680
circular_motion_blur;92,3867;0,1602;92,5880;92,3760;92,1960
inverse_sparkles;76,9987;0,7442;76,2740;78,0220;76,7000
lines;80,0753;0,2032;79,9500;80,3620;79,9140
pinch_and_twirl;93,1087;0,1872;92,8860;93,3440;93,0960
ripple;87,3647;0,8003;87,7880;86,2440;88,0620
sparkles;87,7240;0,4624;87,1060;88,2180;87,8480
transverse_chromatic_abberation;83,7220;0,4336;83,9440;84,1060;83,1160
Acc_C-all-19;91,2889;0,1903;91,0208;91,4434;91,4025
Acc_C-original-15;90,9559;0,1959;90,6799;91,1144;91,0733
Acc_C-bar-10;85,5144;0,1465;85,3398;85,6984;85,5050
Acc_all-ex-pixelwise-noise-24;89,6107;0,1038;89,4787;89,7322;89,6212
RMSCE_C;0,0477;0,0034;0,0523;0,0442;0,0465
Combined_Noise;90,3700;0,2376;90,0400;90,5900;90,4800
