;config_444_avg;config_444_std;config_444_run_0;config_444_run_1;config_444_run_2
Standard_Acc;96,2033;0,0896;96,3300;96,1400;96,1400
RMSCE;0,0503;0,0006;0,0503;0,0510;0,0495
gaussian_noise;86,9540;0,2009;87,0900;86,6700;87,1020
shot_noise;89,4920;0,1542;89,6480;89,2820;89,5460
impulse_noise;87,7687;0,2445;88,0840;87,4880;87,7340
defocus_blur;94,0527;0,0093;94,0400;94,0620;94,0560
glass_blur;87,6973;0,2483;87,3880;87,7080;87,9960
motion_blur;92,1320;0,3580;91,9220;92,6360;91,8380
zoom_blur;93,0587;0,1690;92,8220;93,2060;93,1480
snow;91,7067;0,1116;91,5500;91,8020;91,7680
frost;92,7400;0,1244;92,5940;92,7280;92,8980
fog;94,1167;0,0367;94,1320;94,0660;94,1520
brightness;95,7520;0,1385;95,9420;95,6980;95,6160
contrast;94,0093;0,1608;94,1200;94,1260;93,7820
elastic_transform;91,2740;0,1342;91,1280;91,4520;91,2420
pixelate;89,9407;0,1480;89,8340;90,1500;89,8380
jpeg_compression;85,3553;0,4785;84,7240;85,4600;85,8820
speckle_noise;89,8113;0,1654;89,9420;89,5780;89,9140
gaussian_blur;93,1000;0,0676;93,0060;93,1320;93,1620
spatter;92,4127;0,0852;92,4220;92,3040;92,5120
saturate;94,8213;0,0831;94,9340;94,7360;94,7940
blue_noise;85,7060;0,5030;86,3280;85,0960;85,6940
brownish_noise;78,7313;1,1795;80,3620;77,6120;78,2200
checkerboard_cutout;87,0320;0,0781;86,9580;87,1400;86,9980
circular_motion_blur;92,5640;0,0916;92,4480;92,6720;92,5720
inverse_sparkles;77,6560;0,8685;76,4740;77,9580;78,5360
lines;80,8860;0,3022;80,8220;80,5520;81,2840
pinch_and_twirl;93,0073;0,1015;92,8740;93,1200;93,0280
ripple;87,6120;0,4520;87,2380;87,3500;88,2480
sparkles;88,4100;0,4463;88,5340;88,8840;87,8120
transverse_chromatic_abberation;85,1953;0,0380;85,1420;85,2160;85,2280
Acc_C-all-19;91,3787;0,0358;91,3327;91,3834;91,4200
Acc_C-original-15;91,0700;0,0487;91,0012;91,1023;91,1065
Acc_C-bar-10;85,6800;0,0867;85,7180;85,5600;85,7620
Acc_all-ex-pixelwise-noise-24;89,7193;0,0564;89,6421;89,7404;89,7754
RMSCE_C;0,0459;0,0013;0,0447;0,0476;0,0452
Combined_Noise;90,2133;0,0881;90,0900;90,2900;90,2600
