;config_427_avg;config_427_std;config_427_run_0;config_427_run_1;config_427_run_2
Standard_Acc;96,5967;0,0544;96,5400;96,5800;96,6700
RMSCE;0,0566;0,0068;0,0601;0,0471;0,0626
gaussian_noise;85,1013;0,7751;85,1780;84,1160;86,0100
shot_noise;88,2887;0,6166;88,0740;87,6640;89,1280
impulse_noise;85,4413;1,1208;85,0400;84,3140;86,9700
defocus_blur;94,5020;0,0451;94,4400;94,5460;94,5200
glass_blur;87,3507;0,1885;87,2400;87,6160;87,1960
motion_blur;92,2367;0,1344;92,0520;92,2900;92,3680
zoom_blur;93,3707;0,0613;93,4160;93,4120;93,2840
snow;92,1467;0,2092;91,9420;92,4340;92,0640
frost;92,9787;0,3493;92,4880;93,2740;93,1740
fog;94,3727;0,1101;94,2300;94,4980;94,3900
brightness;96,0707;0,0624;96,0040;96,1540;96,0540
contrast;94,2587;0,1739;94,0900;94,4980;94,1880
elastic_transform;91,5120;0,1711;91,3920;91,7540;91,3900
pixelate;88,7073;0,8189;88,3920;89,8300;87,9000
jpeg_compression;85,6907;0,2666;85,3140;85,8940;85,8640
speckle_noise;88,5620;0,5651;88,2260;88,1020;89,3580
gaussian_blur;93,4740;0,0263;93,5080;93,4440;93,4700
spatter;92,8487;0,2984;92,6800;93,2680;92,5980
saturate;95,1747;0,0592;95,1840;95,2420;95,0980
blue_noise;87,7333;0,6933;88,7080;87,1540;87,3380
brownish_noise;77,7833;1,2667;78,2740;79,0300;76,0460
checkerboard_cutout;88,3013;0,3897;87,9020;88,8300;88,1720
circular_motion_blur;92,8820;0,2589;93,0980;93,0300;92,5180
inverse_sparkles;77,1747;1,0148;76,1520;78,5580;76,8140
lines;80,6587;0,4873;80,8840;81,1100;79,9820
pinch_and_twirl;93,1293;0,1376;93,0900;93,3140;92,9840
ripple;87,8973;0,4278;87,3400;87,9720;88,3800
sparkles;87,9120;0,1552;87,8800;88,1160;87,7400
transverse_chromatic_abberation;83,6447;1,1411;83,3900;85,1520;82,3920
Acc_C-all-19;91,1625;0,1322;90,9942;91,1763;91,3171
Acc_C-original-15;90,8019;0,1423;90,6195;90,8196;90,9667
Acc_C-bar-10;85,7117;0,4051;85,6718;86,2266;85,2366
Acc_all-ex-pixelwise-noise-24;89,7532;0,2724;89,5993;90,1361;89,5244
RMSCE_C;0,0497;0,0041;0,0514;0,0440;0,0538
Combined_Noise;89,4667;0,5677;88,7600;89,4900;90,1500
