;config_315_avg;config_315_std;config_315_run_0;config_315_run_1;config_315_run_2
Standard_Acc;60,3200;0,6978;61,0500;59,3800;60,5300
RMSCE;0,0457;0,0065;0,0374;0,0532;0,0464
gaussian_noise;21,0367;0,8239;21,9100;21,2680;19,9320
shot_noise;25,8227;0,8713;26,6560;26,1920;24,6200
impulse_noise;25,3220;0,1318;25,1420;25,4540;25,3700
defocus_blur;36,4880;0,5585;37,1760;36,4800;35,8080
glass_blur;21,0113;0,9914;22,0660;21,2840;19,6840
motion_blur;43,6733;0,6780;42,8720;44,5300;43,6180
zoom_blur;39,3980;0,1768;39,5180;39,5280;39,1480
snow;36,7213;0,6489;37,5720;36,5940;35,9980
frost;38,6747;1,1270;40,2240;38,2240;37,5760
fog;47,7600;0,6723;48,4280;48,0120;46,8400
brightness;56,4740;0,2287;56,3840;56,2500;56,7880
contrast;31,5760;0,5832;32,3540;31,4240;30,9500
elastic_transform;47,2527;0,5765;47,6020;47,7160;46,4400
pixelate;50,1060;0,6043;50,9040;49,4420;49,9720
jpeg_compression;46,3560;0,1477;46,5080;46,1560;46,4040
speckle_noise;20,3880;0,5950;20,5560;21,0180;19,5900
gaussian_blur;38,4107;0,5820;39,0600;38,5240;37,6480
spatter;44,5820;0,4338;44,8020;43,9760;44,9680
saturate;52,3493;0,3280;52,8100;52,0720;52,1660
blue_noise_sample;39,3920;0,1685;39,3380;39,2180;39,6200
brownish_noise;32,4973;1,8376;33,6000;29,9080;33,9840
caustic_refraction;26,6087;0,5563;27,0020;27,0020;25,8220
checkerboard_cutout;37,0467;0,3631;37,4360;36,5620;37,1420
cocentric_sine_waves;21,9373;0,8035;22,1220;22,8160;20,8740
inverse_sparkles;16,0987;0,0578;16,0760;16,0420;16,1780
perlin_noise;46,5033;1,1220;48,0560;45,4440;46,0100
plasma_noise;15,4100;1,7455;15,8000;13,1040;17,3260
single_frequency_greyscale;20,1753;0,4803;20,6520;20,3560;19,5180
sparkles;46,2647;1,1898;47,1080;44,5820;47,1040
Acc_C-all-19;38,0738;0,4097;38,5549;38,1128;37,5537
Acc_C-original-15;37,8448;0,4420;38,3544;37,9036;37,2765
Acc_C-bar-10;30,1934;0,5097;30,7190;29,5034;30,3578
Acc_all-ex-pixelwise-noise-24;37,2240;0,3773;37,7555;36,9178;36,9986
RMSCE_C;0,1734;0,0064;0,1708;0,1822;0,1671
Combined_Noise;52,1933;0,9234;53,3500;52,1400;51,0900
