;config_327_avg;config_327_std;config_327_run_0;config_327_run_1;config_327_run_2
Standard_Acc;68,1400;0,1225;68,1400;67,9900;68,2900
RMSCE;0,0454;0,0026;0,0426;0,0489;0,0446
gaussian_noise;33,9593;1,0107;33,2820;35,3880;33,2080
shot_noise;38,3213;0,7746;38,1820;39,3320;37,4500
impulse_noise;34,2307;0,5801;33,5920;34,9960;34,1040
defocus_blur;44,4807;0,7580;44,6060;45,3400;43,4960
glass_blur;37,3593;0,4779;37,5360;37,8360;36,7060
motion_blur;50,5520;0,2352;50,7000;50,7360;50,2200
zoom_blur;45,5960;0,5445;45,3960;46,3400;45,0520
snow;47,2673;0,4904;47,1500;47,9180;46,7340
frost;49,0173;0,2810;49,2160;49,2160;48,6200
fog;49,6240;0,7379;49,3540;50,6320;48,8860
brightness;53,6420;0,4601;53,3860;54,2880;53,2520
contrast;38,7080;0,2503;38,8820;38,8880;38,3540
elastic_transform;50,9447;0,4806;50,6240;51,6240;50,5860
pixelate;55,0673;0,3677;54,5800;55,1540;55,4680
jpeg_compression;53,9853;0,4181;53,5020;54,5220;53,9320
speckle_noise;32,2660;0,7137;32,2820;33,1320;31,3840
gaussian_blur;46,8087;0,7359;46,7800;47,7240;45,9220
spatter;45,4613;0,5869;44,9840;46,2880;45,1120
saturate;49,1820;0,4780;49,4540;49,5820;48,5100
blue_noise_sample;47,6373;1,1971;49,2860;46,4800;47,1460
brownish_noise;51,8667;0,2679;52,2300;51,5920;51,7780
caustic_refraction;36,3047;0,3260;35,8760;36,6660;36,3720
checkerboard_cutout;43,1747;0,0105;43,1800;43,1600;43,1840
cocentric_sine_waves;32,7767;0,6416;32,9460;33,4640;31,9200
inverse_sparkles;26,3640;0,2918;26,0260;26,7380;26,3280
perlin_noise;57,6027;0,1127;57,5220;57,7620;57,5240
plasma_noise;30,0433;0,4150;30,5960;29,5960;29,9380
single_frequency_greyscale;29,9340;0,3195;30,0740;30,2360;29,4920
sparkles;60,6907;0,0720;60,5920;60,7620;60,7180
Acc_C-all-19;45,0775;0,4843;44,9204;45,7335;44,5787
Acc_C-original-15;45,5170;0,4583;45,3325;46,1473;45,0712
Acc_C-bar-10;41,6395;0,1604;41,8328;41,6456;41,4400
Acc_all-ex-pixelwise-noise-24;45,2689;0,3078;45,2163;45,6693;44,9210
RMSCE_C;0,1404;0,0052;0,1379;0,1356;0,1476
Combined_Noise;62,6767;0,4177;62,1900;62,6300;63,2100
