;config_293_avg;config_293_std;config_293_run_0;config_293_run_1;config_293_run_2
Standard_Acc;68,0500;0,4383;68,0000;67,5400;68,6100
RMSCE;0,0518;0,0025;0,0543;0,0483;0,0527
gaussian_noise;30,9360;1,3031;30,8700;32,5640;29,3740
shot_noise;35,7460;1,4034;35,5460;37,5560;34,1360
impulse_noise;32,3427;0,1781;32,1780;32,5900;32,2600
defocus_blur;41,3587;0,3952;41,7620;40,8220;41,4920
glass_blur;36,5113;0,8829;37,6440;35,4900;36,4000
motion_blur;48,8180;0,0978;48,8420;48,9240;48,6880
zoom_blur;45,1747;0,9938;46,4320;44,0020;45,0900
snow;45,3813;0,7321;46,1880;44,4160;45,5400
frost;47,9620;0,4875;48,5520;47,3580;47,9760
fog;48,4313;0,4578;49,0700;48,2040;48,0200
brightness;52,5380;0,4838;52,3640;52,0520;53,1980
contrast;36,9940;0,9192;37,4600;35,7100;37,8120
elastic_transform;50,6680;0,8089;51,4900;49,5680;50,9460
pixelate;54,1187;0,5106;54,1820;53,4640;54,7100
jpeg_compression;53,8913;0,4725;54,2780;53,2260;54,1700
speckle_noise;29,6967;1,8408;29,2700;32,1340;27,6860
gaussian_blur;44,2493;0,5121;44,6940;43,5320;44,5220
spatter;44,0447;0,8765;44,3940;42,8400;44,9000
saturate;48,1120;0,3640;48,5020;47,6260;48,2080
blue_noise_sample;47,4660;0,7784;48,3560;46,4600;47,5820
brownish_noise;50,2020;0,2619;50,0020;50,0320;50,5720
caustic_refraction;34,2433;1,0393;35,4640;32,9240;34,3420
checkerboard_cutout;42,9193;1,0228;43,7240;41,4760;43,5580
cocentric_sine_waves;31,6327;0,1545;31,4320;31,6580;31,8080
inverse_sparkles;27,1853;0,2112;27,4840;27,0340;27,0380
perlin_noise;55,9273;0,6619;56,5220;55,0040;56,2560
plasma_noise;27,8693;0,5693;27,1620;27,8900;28,5560
single_frequency_greyscale;27,9033;0,5526;27,1700;28,0360;28,5040
sparkles;59,9020;0,2834;60,2100;59,5260;59,9700
Acc_C-all-19;43,5250;0,2594;43,8799;43,2673;43,4278
Acc_C-original-15;44,0581;0,3012;44,4572;43,7297;43,9875
Acc_C-bar-10;40,5251;0,3694;40,7526;40,0040;40,8186
Acc_all-ex-pixelwise-noise-24;44,0016;0,4510;44,3760;43,3672;44,2615
RMSCE_C;0,1555;0,0060;0,1605;0,1471;0,1590
Combined_Noise;62,1533;0,5721;61,5100;62,0500;62,9000
