;config_316_avg;config_316_std;config_316_run_0;config_316_run_1;config_316_run_2
Standard_Acc;59,1500;1,1840;59,1300;60,6100;57,7100
RMSCE;0,0559;0,0053;0,0570;0,0490;0,0618
gaussian_noise;21,6093;0,8333;20,8520;22,7700;21,2060
shot_noise;26,4893;0,9527;25,7780;27,8360;25,8540
impulse_noise;25,0220;0,8794;25,1420;26,0340;23,8900
defocus_blur;33,9953;2,4004;36,2640;35,0480;30,6740
glass_blur;20,6700;1,1479;21,8340;21,0680;19,1080
motion_blur;42,7187;1,0396;44,1240;42,3900;41,6420
zoom_blur;36,5220;2,2063;38,9380;37,0240;33,6040
snow;37,7020;2,2075;39,7280;38,7460;34,6320
frost;39,4847;1,6804;41,1620;40,1040;37,1880
fog;47,5887;0,9813;48,6580;47,8200;46,2880
brightness;56,3620;1,2535;57,2900;57,2060;54,5900
contrast;31,0740;0,7229;30,8220;32,0580;30,3420
elastic_transform;46,7173;1,5318;48,7760;46,2720;45,1040
pixelate;51,2227;0,7450;52,0000;51,4500;50,2180
jpeg_compression;46,2760;1,8236;48,3200;46,6160;43,8920
speckle_noise;20,8433;1,0443;20,0360;22,3180;20,1760
gaussian_blur;35,2213;2,8046;37,9620;36,3340;31,3680
spatter;44,7547;1,0183;45,5980;45,3440;43,3220
saturate;51,8067;0,7991;52,6380;52,0540;50,7280
blue_noise_sample;39,0280;0,9801;37,6420;39,7240;39,7180
brownish_noise;29,7347;2,7057;29,1820;33,2900;26,7320
caustic_refraction;26,6267;1,0460;27,2420;27,4840;25,1540
checkerboard_cutout;36,1287;1,1158;35,9740;37,5660;34,8460
cocentric_sine_waves;22,4287;1,2638;20,8040;23,8860;22,5960
inverse_sparkles;15,4000;0,8002;14,5540;16,4740;15,1720
perlin_noise;45,9433;1,3428;46,8220;46,9620;44,0460
plasma_noise;13,3373;1,5046;13,6240;15,0200;11,3680
single_frequency_greyscale;21,2973;0,9778;20,1720;22,5560;21,1640
sparkles;45,3960;1,9444;45,7800;47,5620;42,8460
Acc_C-all-19;37,6884;1,2109;38,7327;38,3417;35,9908
Acc_C-original-15;37,5636;1,2052;38,6459;38,1628;35,8821
Acc_C-bar-10;29,5321;1,1254;29,1796;31,0524;28,3642
Acc_all-ex-pixelwise-noise-24;36,6004;1,2316;37,4278;37,5139;34,8593
RMSCE_C;0,1890;0,0143;0,1852;0,1737;0,2081
Combined_Noise;51,0000;1,6115;51,1400;52,9000;48,9600
