;config_336_avg;config_336_std;config_336_run_0;config_336_run_1;config_336_run_2
Standard_Acc;58,7500;1,2476;57,3500;58,5200;60,3800
RMSCE;0,0568;0,0060;0,0650;0,0544;0,0510
gaussian_noise;20,9947;1,3431;22,3640;19,1700;21,4500
shot_noise;25,6360;1,2346;26,5100;23,8900;26,5080
impulse_noise;25,7487;0,8961;27,0100;25,0120;25,2240
defocus_blur;41,4493;1,5807;42,0280;39,2900;43,0300
glass_blur;24,1127;1,9233;23,4660;22,1480;26,7240
motion_blur;48,2573;1,5260;48,4440;46,3020;50,0260
zoom_blur;43,0787;1,3532;43,4720;41,2600;44,5040
snow;38,4713;1,7325;36,3860;38,4000;40,6280
frost;38,7387;1,7101;37,6940;37,3720;41,1500
fog;49,0867;1,2832;49,1680;47,4760;50,6160
brightness;57,0547;0,6741;56,2840;56,9540;57,9260
contrast;34,5433;0,0966;34,6660;34,4300;34,5340
elastic_transform;48,9820;0,7988;48,6460;48,2160;50,0840
pixelate;49,6620;1,1601;48,8800;48,8040;51,3020
jpeg_compression;46,7860;1,0801;46,1900;45,8660;48,3020
speckle_noise;19,9133;1,2005;21,3140;18,3820;20,0440
gaussian_blur;43,9260;1,4175;44,4820;41,9800;45,3160
spatter;44,9307;0,8899;44,3800;44,2260;46,1860
saturate;52,5280;0,6344;52,0160;52,1460;53,4220
blue_noise_sample;41,1120;0,7580;40,8680;40,3300;42,1380
brownish_noise;30,2353;2,8145;27,1540;29,5940;33,9580
caustic_refraction;26,1307;1,2394;25,3180;25,1920;27,8820
checkerboard_cutout;35,5333;0,8594;35,1080;34,7600;36,7320
cocentric_sine_waves;19,5073;1,7527;18,2600;18,2760;21,9860
inverse_sparkles;14,8280;1,2351;13,9140;13,9960;16,5740
perlin_noise;45,7260;1,3069;44,4760;45,1720;47,5300
plasma_noise;13,9520;1,8780;12,1160;13,2080;16,5320
single_frequency_greyscale;20,3527;1,0949;19,7980;19,3780;21,8820
sparkles;44,1633;2,0141;42,3780;43,1340;46,9780
Acc_C-all-19;39,6789;0,9811;39,6526;38,4907;40,8935
Acc_C-original-15;39,5068;1,0205;39,4139;38,3060;40,8005
Acc_C-bar-10;29,1541;1,4679;27,9390;28,3040;31,2192
Acc_all-ex-pixelwise-noise-24;38,0015;1,2366;37,2802;36,9825;39,7418
RMSCE_C;0,1713;0,0163;0,1829;0,1827;0,1483
Combined_Noise;53,7567;1,1149;52,3700;53,8000;55,1000
