;config_339_avg;config_339_std;config_339_run_0;config_339_run_1;config_339_run_2
Standard_Acc;59,4000;0,6923;58,4800;60,1500;59,5700
RMSCE;0,0410;0,0060;0,0420;0,0478;0,0332
gaussian_noise;23,7327;2,0005;21,0500;25,8520;24,2960
shot_noise;28,4953;2,0806;25,6360;30,5260;29,3240
impulse_noise;27,2793;1,0465;25,8260;27,7640;28,2480
defocus_blur;43,6013;0,5449;43,5740;44,2820;42,9480
glass_blur;26,7093;1,2875;25,8760;28,5280;25,7240
motion_blur;49,3253;0,6160;48,6620;50,1460;49,1680
zoom_blur;43,5720;1,2281;43,0300;45,2720;42,4140
snow;40,7847;0,6233;40,2920;41,6640;40,3980
frost;41,0753;1,2832;39,3780;42,4800;41,3680
fog;49,4033;0,4863;48,7160;49,7260;49,7680
brightness;57,5767;0,5079;56,8660;57,8420;58,0220
contrast;34,7600;0,8524;34,6020;35,8740;33,8040
elastic_transform;49,7307;0,7586;48,8480;50,7000;49,6440
pixelate;52,5893;0,2894;52,1800;52,7940;52,7940
jpeg_compression;48,3267;1,0907;46,8160;49,3520;48,8120
speckle_noise;22,6280;1,6978;20,2820;24,2440;23,3580
gaussian_blur;46,1860;0,7071;46,3220;46,9760;45,2600
spatter;44,9573;0,3108;44,5320;45,0740;45,2660
saturate;52,8807;0,0964;52,7600;52,9960;52,8860
blue_noise_sample;41,3987;1,2625;39,6820;42,6820;41,8320
brownish_noise;29,9813;0,7737;28,9060;30,6940;30,3440
caustic_refraction;27,5713;0,8994;26,5320;28,7260;27,4560
checkerboard_cutout;35,9720;0,2174;35,9320;36,2560;35,7280
cocentric_sine_waves;22,4387;1,6641;20,3160;24,3800;22,6200
inverse_sparkles;15,6513;0,7967;15,0880;16,7780;15,0880
perlin_noise;46,4127;1,0186;45,1860;47,6800;46,3720
plasma_noise;13,8353;0,2147;14,0180;13,9540;13,5340
single_frequency_greyscale;22,7973;1,6898;20,8520;24,9720;22,5680
sparkles;46,3107;0,3782;45,7800;46,6340;46,5180
Acc_C-all-19;41,2428;0,7917;40,2762;42,2154;41,2369
Acc_C-original-15;41,1308;0,8560;40,0901;42,1868;41,1155
Acc_C-bar-10;30,2369;0,8357;29,2292;31,2756;30,2060
Acc_all-ex-pixelwise-noise-24;39,2687;0,6688;38,5443;40,1575;39,1043
RMSCE_C;0,1476;0,0032;0,1504;0,1492;0,1431
Combined_Noise;54,1400;0,8071;53,0000;54,7600;54,6600
