;config_300_avg
Standard_Acc;61,0200
RMSCE;0,0579
gaussian_noise;34,2980
shot_noise;37,4040
impulse_noise;32,8320
defocus_blur;38,3660
glass_blur;35,6640
motion_blur;45,2640
zoom_blur;40,2320
snow;44,3300
frost;45,6000
fog;44,6620
brightness;48,7740
contrast;31,3940
elastic_transform;46,0160
pixelate;49,9360
jpeg_compression;48,9420
speckle_noise;30,9740
gaussian_blur;39,9980
spatter;42,3140
saturate;44,5100
blue_noise_sample;42,3440
brownish_noise;47,9920
caustic_refraction;35,8800
checkerboard_cutout;39,1740
cocentric_sine_waves;36,1420
inverse_sparkles;24,7820
perlin_noise;53,8340
plasma_noise;27,5160
single_frequency_greyscale;36,9120
sparkles;53,8360
Acc_C-all-19;41,1321
Acc_C-original-15;41,5809
Acc_C-bar-10;39,8412
Acc_all-ex-pixelwise-noise-24;41,7529
RMSCE_C;0,1303
Combined_Noise;53,1900
