;config_281_avg
Standard_Acc;71,9100
RMSCE;0,0191
gaussian_noise;34,6300
shot_noise;37,9860
impulse_noise;36,0940
defocus_blur;26,7920
glass_blur;26,8020
motion_blur;39,1200
zoom_blur;30,9360
snow;46,9140
frost;50,0580
fog;47,5740
brightness;57,1300
contrast;23,9560
elastic_transform;44,5720
pixelate;58,0780
jpeg_compression;51,7140
speckle_noise;29,9220
gaussian_blur;27,3580
spatter;50,5020
saturate;50,8440
blue_noise_sample;50,0280
brownish_noise;53,2880
caustic_refraction;37,7940
checkerboard_cutout;45,4340
cocentric_sine_waves;33,4240
inverse_sparkles;28,7560
perlin_noise;61,2100
plasma_noise;27,5220
single_frequency_greyscale;31,4380
sparkles;64,1600
Acc_C-all-19;40,5780
Acc_C-original-15;40,8237
Acc_C-bar-10;43,3054
Acc_all-ex-pixelwise-noise-24;42,3073
RMSCE_C;0,1241
Combined_Noise;56,7000
