;config_486_avg
Standard_Acc;71,9100
RMSCE;0,0296
gaussian_noise;40,0100
shot_noise;42,7880
impulse_noise;48,1540
defocus_blur;28,2180
glass_blur;26,3940
motion_blur;38,9520
zoom_blur;31,5840
snow;45,1040
frost;48,1600
fog;45,2860
brightness;57,3100
contrast;22,0720
elastic_transform;44,3480
pixelate;58,0300
jpeg_compression;51,5920
speckle_noise;36,9920
gaussian_blur;29,7340
spatter;49,4060
saturate;50,5080
blue_noise_sample;53,8140
brownish_noise;54,9680
caustic_refraction;35,4140
checkerboard_cutout;46,0060
cocentric_sine_waves;31,7460
inverse_sparkles;28,9160
perlin_noise;59,1300
plasma_noise;29,6300
single_frequency_greyscale;27,1280
sparkles;63,8720
Acc_C-all-19;41,8233
Acc_C-original-15;41,8668
Acc_C-bar-10;43,0624
Acc_all-ex-pixelwise-noise-24;41,8128
RMSCE_C;0,1367
Combined_Noise;69,9400
