;config_379_avg;config_379_std;config_379_run_0;config_379_run_1;config_379_run_2;config_379_run_3;config_379_run_4
Standard_Acc;72,2000;0,1854;72,1150;71,9300;72,1400;72,4400;72,3750
RMSCE;0,0250;0,0027;0,0299;0,0235;0,0217;0,0246;0,0252
gaussian_noise;49,6000;1,4283;52,0000;50,1000;47,7000;48,9000;49,3000
shot_noise;52,5600;0,9265;53,3000;53,9000;51,4000;51,8000;52,4000
impulse_noise;50,2000;0,8438;51,3000;49,4000;49,1000;50,9000;50,3000
defocus_blur;53,3000;1,4255;53,7000;52,3000;53,3000;51,5000;55,7000
glass_blur;29,8000;0,9778;28,8000;29,3000;30,0000;31,6000;29,3000
motion_blur;56,3000;2,0717;56,1000;57,6000;58,9000;56,2000;52,7000
zoom_blur;48,5400;1,3185;46,7000;49,4000;47,2000;49,9000;49,5000
snow;60,8200;2,4343;60,7000;58,6000;57,7000;63,7000;63,4000
frost;61,8600;1,2290;64,0000;61,4000;61,4000;62,2000;60,3000
fog;64,4000;1,8111;62,5000;63,8000;62,7000;67,1000;65,9000
brightness;65,4000;2,2494;65,9000;62,6000;67,3000;63,0000;68,2000
contrast;52,2200;0,7467;50,9000;52,6000;52,0000;52,5000;53,1000
elastic_transform;59,9200;0,5492;60,8000;59,8000;59,1000;59,8000;60,1000
pixelate;61,7200;0,6765;62,4000;60,7000;62,5000;61,7000;61,3000
jpeg_compression;64,8200;0,9368;65,5000;65,0000;63,2000;65,9000;64,5000
speckle_noise;48,8400;1,8683;50,9000;51,2000;47,4000;46,6000;48,1000
gaussian_blur;46,5000;1,3813;44,3000;45,9000;46,4000;48,2000;47,7000
spatter;58,8000;1,2602;60,4000;57,1000;60,1000;58,4000;58,0000
saturate;60,6600;0,8476;60,8000;62,2000;59,7000;60,2000;60,4000
blue_noise_sample;52,5400;1,3381;53,4000;50,8000;54,6000;52,3000;51,6000
brownish_noise;54,8600;1,1056;55,4000;53,8000;56,4000;55,3000;53,4000
caustic_refraction;36,2600;2,2258;33,1000;35,3000;36,0000;39,9000;37,0000
checkerboard_cutout;46,1400;0,7552;45,0000;46,8000;47,1000;46,1000;45,7000
cocentric_sine_waves;28,9400;2,0215;28,2000;28,5000;31,6000;30,6000;25,8000
inverse_sparkles;27,4200;1,1940;29,5000;28,0000;26,8000;26,4000;26,4000
perlin_noise;59,8800;1,2221;57,8000;59,2000;61,0000;60,5000;60,9000
plasma_noise;30,6800;1,6437;31,9000;28,6000;31,6000;32,5000;28,8000
single_frequency_greyscale;27,3000;0,8649;26,9000;28,9000;27,5000;26,6000;26,6000
sparkles;63,3800;1,2998;64,4000;61,1000;64,0000;64,6000;62,8000
Acc_C-all-19;55,0663;0,2863;55,3158;54,8895;54,5842;55,2684;55,2737
Acc_C-original-15;55,4307;0,3601;55,6400;55,1000;54,9000;55,7800;55,7333
Acc_C-bar-10;42,7400;0,7130;42,5600;42,1000;43,6600;43,4800;41,9000
Acc_all-ex-pixelwise-noise-24;50,8300;0,3616;50,6542;50,3542;50,9792;51,4333;50,7292
RMSCE_C;0,1121;0,0055;0,1194;0,1100;0,1034;0,1110;0,1166
Combined_Noise;65,6790;0,1479;65,9500;65,5800;65,6150;65,7150;65,5350
