;config_143_avg;config_143_std;config_143_run_0;config_143_run_1;config_143_run_2;config_143_run_3;config_143_run_4
Standard_Acc;71,8920;0,3145;71,4800;71,6450;71,8850;72,0800;72,3700
RMSCE;0,0223;0,0034;0,0204;0,0218;0,0287;0,0189;0,0215
gaussian_noise;33,2200;2,0459;33,8000;30,8000;31,9000;32,8000;36,8000
shot_noise;36,1400;0,8913;34,9000;37,6000;35,8000;35,9000;36,5000
impulse_noise;23,0600;1,7636;22,7000;21,9000;20,7000;24,3000;25,7000
defocus_blur;38,7400;1,7568;37,7000;38,2000;38,2000;37,4000;42,2000
glass_blur;23,2200;1,5419;21,2000;25,4000;23,5000;21,8000;24,2000
motion_blur;50,2800;1,3862;48,7000;48,6000;51,9000;51,5000;50,7000
zoom_blur;36,5000;1,5284;35,9000;35,4000;35,2000;36,6000;39,4000
snow;57,9200;2,8750;57,6000;56,6000;53,4000;60,8000;61,2000
frost;60,3400;0,6974;61,4000;59,4000;59,9000;60,8000;60,2000
fog;59,3200;1,4566;58,7000;57,7000;60,8000;58,1000;61,3000
brightness;59,1400;2,3312;57,3000;56,0000;62,7000;60,2000;59,5000
contrast;33,8200;1,6594;34,3000;32,0000;35,0000;31,8000;36,0000
elastic_transform;53,7400;1,7557;53,7000;52,1000;52,8000;53,0000;57,1000
pixelate;62,2400;0,7889;63,7000;61,5000;61,6000;62,3000;62,1000
jpeg_compression;64,6000;1,5218;64,3000;64,0000;62,3000;66,8000;65,6000
speckle_noise;27,7800;1,8519;27,9000;27,0000;26,5000;26,2000;31,3000
gaussian_blur;27,9200;1,6437;25,0000;29,8000;27,7000;28,0000;29,1000
spatter;57,5800;1,5613;55,3000;57,4000;59,1000;56,6000;59,5000
saturate;55,5400;0,9912;54,9000;56,5000;56,9000;54,3000;55,1000
blue_noise_sample;45,6400;1,9886;42,4000;46,1000;46,5000;44,8000;48,4000
brownish_noise;52,9000;1,3535;51,2000;53,6000;51,6000;53,2000;54,9000
caustic_refraction;36,4000;0,7746;35,2000;35,9000;36,5000;37,1000;37,3000
checkerboard_cutout;38,7600;1,1146;40,6000;38,0000;39,1000;38,8000;37,3000
cocentric_sine_waves;31,4200;1,8530;29,6000;28,8000;32,4000;33,3000;33,0000
inverse_sparkles;25,6000;0,9338;24,9000;24,3000;26,3000;25,6000;26,9000
perlin_noise;60,3000;1,9586;58,7000;57,5000;63,0000;61,0000;61,3000
plasma_noise;20,3000;0,8295;20,8000;19,6000;21,7000;19,8000;19,6000
single_frequency_greyscale;27,4600;1,4840;26,1000;25,5000;27,9000;28,2000;29,6000
sparkles;63,0800;0,8658;64,5000;62,6000;63,4000;63,0000;61,9000
Acc_C-all-19;45,3211;0,8810;44,6842;44,6263;45,0474;45,2211;47,0263
Acc_C-original-15;46,1520;0,9438;45,7267;45,1467;45,7133;46,2733;47,9000
Acc_C-bar-10;40,1860;0,7509;39,4000;39,1900;40,8400;40,4800;41,0200
Acc_all-ex-pixelwise-noise-24;45,7133;0,7213;45,0542;44,8500;45,9542;45,8333;46,8750
RMSCE_C;0,1403;0,0053;0,1397;0,1485;0,1437;0,1357;0,1339
Combined_Noise;53,1560;0,4831;52,7450;52,4250;53,4000;53,5850;53,6250
