;config_242_avg
Standard_Acc;72,6700
RMSCE;0,0145
gaussian_noise;33,5440
shot_noise;38,0380
impulse_noise;35,6980
defocus_blur;27,6820
glass_blur;26,5760
motion_blur;39,4260
zoom_blur;31,2360
snow;44,7680
frost;49,9940
fog;46,9180
brightness;58,0140
contrast;23,7640
elastic_transform;43,4700
pixelate;57,5400
jpeg_compression;51,4560
speckle_noise;30,6100
gaussian_blur;28,7640
spatter;49,8560
saturate;51,8540
blue_noise_sample;51,1360
brownish_noise;54,5800
caustic_refraction;35,9440
checkerboard_cutout;45,6080
cocentric_sine_waves;33,3220
inverse_sparkles;29,3220
perlin_noise;61,0400
plasma_noise;30,1620
single_frequency_greyscale;30,0240
sparkles;63,9520
Acc_C-all-19;40,4846
Acc_C-original-15;40,5416
Acc_C-bar-10;43,5090
Acc_all-ex-pixelwise-noise-24;42,3030
RMSCE_C;0,1304
Combined_Noise;57,1400
